kod_nadzsj_d,Obyvatelstvo celkem,Obyvatelstvo celkem - muži,Obyvatelstvo celkem - ženy,Obyvatelstvo - rodinný stav: svobodní  - celkem,Obyvatelstvo - rodinný stav: svobodní  - muži,Obyvatelstvo - rodinný stav: svobodní  - ženy,"Obyvatelstvo - rodinný stav: ženatí, vdané - celkem","Obyvatelstvo - rodinný stav: ženatí, vdané - muži","Obyvatelstvo - rodinný stav: ženatí, vdané - ženy",Obyvatelstvo - rodinný stav: rozvedení - celkem,Obyvatelstvo - rodinný stav: rozvedení - muži,Obyvatelstvo - rodinný stav: rozvedení - ženy,Obyvatelstvo - rodinný stav: ovdovělí - celkem,Obyvatelstvo - rodinný stav: ovdovělí - muži,Obyvatelstvo - rodinný stav: ovdovělí - ženy,Obyvatelstvo - rodinný stav: nezjištěno - celkem,Obyvatelstvo - rodinný stav: nezjištěno - muži,Obyvatelstvo - rodinný stav: nezjištěno - ženy
53450101,69,33,36,28,13,15,32,16,16,5,2,3,4,2,2,0,0,0
53450103,94,45,49,31,16,15,46,23,23,7,3,4,10,3,7,0,0,0
53450104,100,53,47,28,16,12,54,29,25,11,5,6,7,3,4,0,0,0
53450106,51,24,27,19,10,9,22,11,11,6,2,4,3,0,3,0,0,0
53450107,181,96,85,66,42,24,82,41,41,21,9,12,11,4,7,1,0,1
1758113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53451001,33,17,16,10,6,4,21,11,10,1,0,1,1,0,1,0,0,0
53451002,96,53,43,24,15,9,52,27,25,14,9,5,6,2,4,0,0,0
53451003,42,23,19,10,8,2,22,11,11,6,3,3,4,1,3,0,0,0
53451004,108,62,46,47,29,18,53,27,26,5,4,1,2,1,1,1,1,0
53451005,107,53,54,44,22,22,50,27,23,6,3,3,7,1,6,0,0,0
53451006,121,60,61,52,28,24,47,22,25,11,3,8,10,6,4,1,1,0
53451007,76,41,35,25,16,9,40,20,20,2,2,0,8,2,6,1,1,0
53451008,127,59,68,58,26,32,39,20,19,24,11,13,6,2,4,0,0,0
53452801,319,156,163,132,71,61,135,70,65,33,15,18,19,0,19,0,0,0
53452802,187,97,90,78,46,32,66,32,34,29,15,14,14,4,10,0,0,0
53452803,85,40,45,33,15,18,44,23,21,4,1,3,4,1,3,0,0,0
53453601,34,18,16,9,6,3,21,11,10,2,1,1,2,0,2,0,0,0
53453602,42,22,20,19,11,8,14,7,7,6,3,3,3,1,2,0,0,0
53453604,56,25,31,24,11,13,23,11,12,5,3,2,4,0,4,0,0,0
53453605,52,23,29,26,14,12,15,8,7,6,1,5,5,0,5,0,0,0
53453606,84,41,43,30,18,12,37,19,18,8,3,5,7,1,6,0,0,0
53454401,165,85,80,70,42,28,53,28,25,24,9,15,18,6,12,0,0,0
53454402,94,47,47,34,18,16,40,20,20,14,7,7,6,2,4,0,0,0
53455201,31,17,14,16,10,6,12,6,6,2,1,1,1,0,1,0,0,0
53455202,213,105,108,94,51,43,85,41,44,21,10,11,13,3,10,0,0,0
53456102,40,19,21,11,7,4,20,10,10,4,1,3,5,1,4,0,0,0
53456103,72,38,34,31,16,15,35,18,17,6,4,2,0,0,0,0,0,0
53456105,34,17,17,17,7,10,11,6,5,4,3,1,2,1,1,0,0,0
53456106,243,117,126,87,48,39,107,53,54,25,12,13,23,4,19,1,0,1
53456107,21,11,10,5,3,2,14,7,7,1,1,0,1,0,1,0,0,0
53456108,30,17,13,10,6,4,10,5,5,4,2,2,5,3,2,1,1,0
53456109,33,16,17,10,5,5,19,9,10,1,1,0,3,1,2,0,0,0
53457901,148,73,75,44,24,20,81,39,42,10,8,2,12,2,10,1,0,1
53457902,69,40,29,24,17,7,35,18,17,5,4,1,5,1,4,0,0,0
53457903,391,203,188,166,98,68,175,88,87,20,8,12,29,8,21,1,1,0
53101401,81,40,41,27,14,13,34,16,18,10,8,2,10,2,8,0,0,0
53458701,822,407,415,291,169,122,370,188,182,77,40,37,82,10,72,2,0,2
53458702,35,16,19,7,3,4,22,11,11,4,2,2,2,0,2,0,0,0
53458703,306,144,162,111,59,52,150,74,76,17,8,9,28,3,25,0,0,0
53458704,1403,711,692,590,331,259,592,299,293,122,61,61,94,18,76,4,2,2
53458705,71,41,30,30,21,9,23,12,11,14,8,6,4,0,4,0,0,0
53458706,144,74,70,49,27,22,65,33,32,22,12,10,8,2,6,0,0,0
53458707,64,36,28,23,14,9,28,14,14,7,7,0,6,1,5,0,0,0
53459501,113,50,63,34,16,18,55,28,27,10,6,4,13,0,13,1,0,1
53459502,722,376,346,311,184,127,257,128,129,87,45,42,59,15,44,5,3,2
53460902,48,25,23,21,12,9,22,12,10,2,0,2,3,1,2,0,0,0
53460903,42,23,19,17,8,9,17,9,8,7,6,1,1,0,1,0,0,0
53460904,63,35,28,22,15,7,29,15,14,6,3,3,6,2,4,0,0,0
53460905,86,44,42,36,20,16,33,17,16,12,6,6,5,1,4,0,0,0
53460906,242,131,111,101,64,37,101,50,51,26,15,11,13,2,11,1,0,1
53461702,57,28,29,20,11,9,24,14,10,6,3,3,7,0,7,0,0,0
53461703,31,15,16,10,6,4,14,7,7,4,2,2,3,0,3,0,0,0
53461704,62,31,31,23,14,9,26,13,13,8,4,4,5,0,5,0,0,0
53461705,39,21,18,10,7,3,21,11,10,2,1,1,6,2,4,0,0,0
53461707,32,14,18,13,5,8,16,8,8,1,1,0,2,0,2,0,0,0
53461709,36,18,18,8,5,3,17,8,9,8,5,3,3,0,3,0,0,0
53461710,38,18,20,19,11,8,12,6,6,4,1,3,3,0,3,0,0,0
53461712,22,9,13,6,3,3,8,4,4,4,2,2,4,0,4,0,0,0
53461713,30,15,15,8,3,5,17,8,9,2,2,0,3,2,1,0,0,0
53461714,1002,514,488,398,227,171,426,217,209,115,59,56,63,11,52,0,0,0
53461715,30,14,16,12,5,7,14,7,7,3,2,1,1,0,1,0,0,0
1920742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53462501,63,29,34,27,11,16,26,13,13,6,5,1,4,0,4,0,0,0
53462502,25,14,11,10,7,3,13,7,6,0,0,0,2,0,2,0,0,0
53462503,44,23,21,12,7,5,21,11,10,4,3,1,7,2,5,0,0,0
53462504,41,21,20,11,7,4,22,11,11,6,3,3,2,0,2,0,0,0
53462505,105,57,48,38,28,10,45,22,23,12,5,7,10,2,8,0,0,0
53462506,27,14,13,9,6,3,8,4,4,5,3,2,5,1,4,0,0,0
53462507,69,35,34,27,17,10,31,16,15,7,1,6,4,1,3,0,0,0
53462508,226,115,111,88,47,41,95,49,46,31,16,15,11,3,8,1,0,1
3072890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53463301,68,34,34,18,11,7,36,17,19,5,4,1,9,2,7,0,0,0
53463302,59,35,24,16,13,3,21,11,10,14,10,4,8,1,7,0,0,0
53463303,97,49,48,33,22,11,47,24,23,6,1,5,11,2,9,0,0,0
53463305,814,423,391,316,182,134,337,169,168,98,60,38,59,8,51,4,4,0
53463306,256,125,131,75,47,28,123,62,61,27,10,17,31,6,25,0,0,0
53463307,3322,1571,1751,1299,723,576,1253,624,629,436,171,265,325,48,277,8,4,4
53464101,273,130,143,115,59,56,116,58,58,28,11,17,14,2,12,0,0,0
53464102,96,50,46,41,21,20,39,20,19,13,8,5,3,1,2,0,0,0
53465001,83,41,42,33,19,14,30,15,15,8,4,4,11,2,9,1,1,0
53465002,755,381,374,318,171,147,328,163,165,69,38,31,36,6,30,3,2,1
53466801,68,30,38,25,11,14,30,15,15,7,3,4,6,1,5,0,0,0
53466802,51,26,25,28,15,13,16,8,8,5,2,3,2,1,1,0,0,0
53466803,69,34,35,21,13,8,35,18,17,6,2,4,7,1,6,0,0,0
53466804,1153,591,562,471,271,200,438,220,218,139,74,65,103,24,79,2,2,0
53471401,379,208,171,159,99,60,173,88,85,34,18,16,12,2,10,0,0,0
53471402,116,63,53,54,33,21,47,24,23,7,3,4,7,3,4,1,0,1
53472201,1354,683,671,610,340,270,484,241,243,173,87,86,86,15,71,0,0,0
53473101,73,44,29,25,18,7,37,21,16,5,3,2,3,1,2,3,1,2
53473102,1148,593,555,514,291,223,453,227,226,112,63,49,65,10,55,3,2,1
59829101,779,399,380,346,189,157,338,166,172,70,37,33,21,4,17,4,3,1
53474901,669,345,324,273,162,111,283,140,143,72,38,34,38,4,34,3,1,2
0277232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53157001,39,20,19,11,9,2,17,10,7,5,0,5,5,1,4,1,0,1
53157002,92,49,43,38,24,14,33,18,15,11,5,6,9,1,8,0,0,0
53157003,50,29,21,15,12,3,23,12,11,4,3,1,7,1,6,1,1,0
53920101,73,37,36,29,15,14,25,13,12,13,7,6,6,2,4,0,0,0
53920102,860,424,436,398,208,190,338,167,171,76,38,38,47,10,37,1,1,0
53476501,1099,567,532,484,282,202,416,206,210,128,62,66,66,14,52,3,2,1
53476502,55,29,26,16,9,7,22,12,10,12,7,5,5,1,4,0,0,0
53476503,351,173,178,159,77,82,140,68,72,33,20,13,15,5,10,3,3,0
53198701,96,49,47,43,23,20,38,21,17,8,4,4,6,0,6,1,1,0
53477301,465,242,223,195,112,83,178,89,89,60,35,25,30,5,25,2,1,1
3313330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53479001,1058,536,522,452,257,195,397,197,200,134,61,73,72,20,52,2,1,1
53479003,121,61,60,68,42,26,30,15,15,17,4,13,6,0,6,0,0,0
53480301,311,147,164,123,66,57,126,62,64,35,14,21,26,4,22,1,1,0
53480302,431,225,206,205,114,91,149,77,72,50,25,25,27,9,18,0,0,0
53480303,45,24,21,17,11,6,22,11,11,3,2,1,3,0,3,0,0,0
53480304,81,37,44,33,16,17,30,15,15,13,6,7,5,0,5,0,0,0
53480305,21,9,12,11,4,7,6,4,2,3,1,2,1,0,1,0,0,0
53149901,302,159,143,112,67,45,139,70,69,32,20,12,19,2,17,0,0,0
53192801,305,157,148,117,75,42,135,68,67,26,10,16,27,4,23,0,0,0
53482001,462,237,225,183,102,81,179,94,85,64,34,30,34,7,27,2,0,2
53483802,271,137,134,118,65,53,103,53,50,33,17,16,17,2,15,0,0,0
53483803,246,125,121,111,67,44,81,40,41,36,17,19,17,1,16,0,0,0
53483804,36,18,18,20,11,9,10,5,5,5,2,3,1,0,1,0,0,0
53484601,539,278,261,226,132,94,227,112,115,52,30,22,33,3,30,1,1,0
53187101,269,144,125,111,68,43,111,59,52,29,10,19,15,4,11,1,1,0
53177401,125,60,65,65,37,28,37,18,19,17,5,12,6,0,6,0,0,0
53177402,20,11,9,8,5,3,9,5,4,2,1,1,1,0,1,0,0,0
53165101,86,49,37,30,21,9,40,20,20,9,8,1,7,0,7,0,0,0
0667533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53489701,109,50,59,53,23,30,42,21,21,12,5,7,2,1,1,0,0,0
53489702,292,154,138,135,81,54,121,63,58,19,7,12,16,2,14,1,1,0
53489704,208,114,94,89,55,34,88,44,44,18,11,7,13,4,9,0,0,0
53489705,200,110,90,74,44,30,81,41,40,33,21,12,11,3,8,1,1,0
53489706,157,67,90,83,39,44,46,23,23,22,5,17,6,0,6,0,0,0
53489707,178,86,92,80,43,37,69,34,35,21,8,13,8,1,7,0,0,0
53489708,220,106,114,101,51,50,90,44,46,21,10,11,8,1,7,0,0,0
53489709,265,132,133,126,65,61,106,54,52,24,10,14,9,3,6,0,0,0
53834501,811,402,409,358,201,157,306,149,157,93,45,48,53,6,47,0,0,0
53490101,59,25,34,26,11,15,11,6,5,15,8,7,7,0,7,0,0,0
53490102,36,19,17,12,10,2,13,6,7,4,2,2,7,1,6,0,0,0
53490104,55,28,27,21,12,9,27,14,13,4,2,2,3,0,3,0,0,0
53490106,187,93,94,88,45,43,64,33,31,24,12,12,10,3,7,1,0,1
53490107,43,23,20,19,10,9,17,9,8,6,4,2,1,0,1,0,0,0
53493501,538,273,265,243,134,109,212,106,106,50,20,30,33,13,20,0,0,0
53493503,81,48,33,32,20,12,26,14,12,17,12,5,6,2,4,0,0,0
53493504,3574,1785,1789,1590,869,721,1336,680,656,430,187,243,211,45,166,7,4,3
53493505,59,32,27,21,14,7,26,13,13,8,3,5,4,2,2,0,0,0
57179202,472,247,225,203,117,86,199,100,99,39,21,18,29,7,22,2,2,0
0728000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0728180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53495101,204,103,101,67,38,29,96,48,48,26,13,13,14,4,10,1,0,1
53495102,642,314,328,277,144,133,259,130,129,71,32,39,34,7,27,1,1,0
53495104,149,74,75,72,39,33,63,28,35,11,7,4,3,0,3,0,0,0
53495106,209,97,112,72,40,32,95,47,48,17,5,12,23,4,19,2,1,1
53495107,929,464,465,411,229,182,373,182,191,87,39,48,54,10,44,2,2,0
53495108,1043,543,500,488,285,203,432,213,219,79,33,46,41,10,31,1,0,1
53495110,602,304,298,270,150,120,233,114,119,65,34,31,31,3,28,1,1,0
53495111,1116,608,508,576,338,238,281,143,138,183,108,75,70,16,54,5,3,2
53495112,737,374,363,288,161,127,337,169,168,79,38,41,31,5,26,2,1,1
53495113,27,15,12,11,7,4,10,5,5,4,3,1,2,0,2,0,0,0
53495114,2385,1154,1231,1115,606,509,767,390,377,325,123,202,163,22,141,15,13,2
53495115,183,79,104,75,34,41,72,35,37,12,6,6,22,4,18,0,0,0
53495116,109,52,57,58,25,33,49,25,24,2,2,0,0,0,0,0,0,0
53495117,2192,1047,1145,910,502,408,780,389,391,317,116,201,173,31,142,10,7,3
53495118,20,9,11,9,5,4,4,2,2,3,2,1,4,0,4,0,0,0
53495119,1474,711,763,540,305,235,565,293,272,222,82,140,132,23,109,13,8,5
53495120,184,118,66,77,48,29,76,52,24,24,14,10,4,1,3,3,3,0
53495121,330,189,141,153,88,65,121,68,53,33,16,17,6,3,3,17,14,3
53495122,125,66,59,48,30,18,57,28,29,9,6,3,11,2,9,0,0,0
53495125,1674,834,840,704,399,305,579,309,270,250,86,164,118,20,98,21,20,1
53495126,1996,980,1016,807,465,342,759,380,379,237,98,139,187,35,152,6,2,4
53495128,2045,969,1076,899,483,416,694,343,351,276,104,172,164,34,130,11,5,6
53497801,675,347,328,279,156,123,282,140,142,66,36,30,47,14,33,1,1,0
53189801,44,24,20,19,11,8,19,9,10,5,3,2,1,1,0,0,0,0
53189802,193,93,100,75,39,36,77,39,38,22,12,10,19,3,16,0,0,0
53189803,22,11,11,3,2,1,13,7,6,1,1,0,5,1,4,0,0,0
53189804,64,30,34,23,9,14,35,18,17,2,2,0,4,1,3,0,0,0
53500101,144,77,67,62,38,24,55,29,26,20,9,11,7,1,6,0,0,0
53500102,906,457,449,418,230,188,329,170,159,91,41,50,59,13,46,9,3,6
53500103,45,22,23,19,10,9,20,10,10,4,1,3,1,0,1,1,1,0
1036320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57178401,511,258,253,188,99,89,213,111,102,69,42,27,41,6,35,0,0,0
57178403,1910,975,935,797,447,350,790,398,392,212,101,111,105,23,82,3,3,0
53150201,470,227,243,208,113,95,174,87,87,51,19,32,37,8,29,0,0,0
53167701,162,83,79,74,41,33,67,32,35,14,10,4,6,0,6,1,0,1
53502801,76,40,36,28,15,13,44,23,21,3,2,1,1,0,1,0,0,0
53502802,1347,664,683,529,296,233,526,266,260,168,74,94,121,26,95,2,1,1
0914212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53503601,291,137,154,137,68,69,118,58,60,26,9,17,10,2,8,0,0,0
53503602,351,179,172,155,87,68,133,68,65,40,18,22,23,6,17,0,0,0
53503603,449,210,239,190,94,96,192,96,96,39,13,26,28,7,21,0,0,0
52957503,43,22,21,20,11,9,14,7,7,5,3,2,4,1,3,0,0,0
52957504,45,24,21,14,8,6,18,10,8,8,4,4,5,2,3,0,0,0
52957505,77,43,34,30,17,13,29,17,12,13,8,5,5,1,4,0,0,0
53504401,593,307,286,285,169,116,208,104,104,65,29,36,35,5,30,0,0,0
53504402,134,70,64,57,34,23,58,29,29,13,7,6,6,0,6,0,0,0
53504403,274,134,140,109,59,50,108,56,52,33,14,19,24,5,19,0,0,0
0929750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53467601,2923,1324,1599,1060,577,483,1020,507,513,451,171,280,383,64,319,7,4,3
53467602,870,401,469,373,181,192,316,159,157,108,46,62,73,15,58,0,0,0
53467603,37,21,16,24,14,10,12,6,6,1,1,0,0,0,0,0,0,0
53467604,1924,949,975,786,407,379,829,417,412,178,95,83,127,27,100,2,2,0
53467605,95,50,45,50,24,26,31,18,13,11,8,3,3,0,3,0,0,0
53467606,432,215,217,174,94,80,188,93,95,46,24,22,22,2,20,2,2,0
53467607,49,33,16,14,10,4,30,19,11,4,3,1,1,1,0,0,0,0
53467608,1180,560,620,491,252,239,506,251,255,119,47,72,62,9,53,2,1,1
53467609,101,46,55,51,23,28,41,21,20,7,2,5,2,0,2,0,0,0
53467610,2083,1011,1072,920,492,428,834,418,416,199,84,115,122,12,110,8,5,3
53467611,4161,1979,2182,1793,996,797,1376,689,687,657,236,421,323,50,273,8,5,3
53467613,2704,1289,1415,1094,587,507,1031,515,516,355,143,212,218,40,178,5,4,1
53467614,953,558,395,482,308,174,248,127,121,181,115,66,39,6,33,3,2,1
53467615,260,117,143,88,49,39,73,39,34,28,16,12,71,13,58,0,0,0
53467616,192,94,98,84,43,41,88,44,44,13,6,7,7,1,6,0,0,0
53467617,411,210,201,163,85,78,174,88,86,50,32,18,22,5,17,0,0,0
53467618,833,421,412,363,208,155,348,174,174,71,23,48,50,15,35,1,1,0
53467619,380,212,168,185,116,69,123,65,58,50,29,21,21,1,20,1,1,0
53505201,1221,576,645,486,262,224,420,211,209,171,87,84,141,16,125,3,0,3
53505202,54,25,29,21,8,13,23,11,12,7,5,2,3,1,2,0,0,0
53505206,137,65,72,56,27,29,61,30,31,13,6,7,7,2,5,0,0,0
53505207,39,19,20,14,8,6,17,9,8,5,2,3,3,0,3,0,0,0
53506101,407,202,205,185,104,81,133,66,67,54,25,29,35,7,28,0,0,0
53186301,308,152,156,132,76,56,120,61,59,31,12,19,25,3,22,0,0,0
53507901,204,91,113,80,39,41,80,40,40,28,10,18,16,2,14,0,0,0
53507902,44,27,17,16,12,4,16,8,8,10,6,4,2,1,1,0,0,0
53507903,349,169,180,178,88,90,141,68,73,25,11,14,4,1,3,1,1,0
53507904,496,244,252,240,123,117,193,96,97,48,22,26,12,1,11,3,2,1
53507905,37,18,19,17,8,9,15,7,8,3,3,0,2,0,2,0,0,0
53507906,981,490,491,418,223,195,398,201,197,104,50,54,58,15,43,3,1,2
53507907,50,32,18,20,14,6,15,9,6,8,6,2,5,1,4,2,2,0
3010510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53508701,298,156,142,144,80,64,105,58,47,29,13,16,15,4,11,2,1,1
53508702,382,185,197,167,90,77,135,68,67,54,26,28,23,1,22,0,0,0
53508703,813,403,410,361,189,172,330,165,165,85,40,45,36,8,28,1,1,0
53508705,620,318,302,270,153,117,231,117,114,78,41,37,41,7,34,0,0,0
53508706,1077,488,589,531,284,247,211,102,109,219,82,137,107,14,93,7,4,3
53508707,1455,698,757,619,327,292,535,270,265,174,73,101,117,24,93,8,4,4
53508708,2572,1221,1351,1065,575,490,948,468,480,351,144,207,203,33,170,3,1,2
53508709,328,166,162,168,85,83,118,62,56,23,12,11,12,3,9,6,4,2
53508710,4428,2107,2321,1800,970,830,1666,836,830,681,239,442,272,57,215,8,5,3
53508711,2617,1300,1317,1207,690,517,665,339,326,556,235,321,176,29,147,7,5,2
53508713,1238,603,635,456,237,219,592,295,297,111,52,59,78,18,60,1,1,0
53508714,38,19,19,19,9,10,13,7,6,6,3,3,0,0,0,0,0,0
1048171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53170701,62,29,33,23,13,10,28,13,15,8,3,5,3,0,3,0,0,0
53170702,135,67,68,50,26,24,55,27,28,17,13,4,13,1,12,0,0,0
53511701,416,204,212,160,79,81,165,84,81,57,34,23,34,7,27,0,0,0
53511702,78,46,32,32,22,10,28,15,13,11,5,6,7,4,3,0,0,0
53511703,149,77,72,47,28,19,66,32,34,26,11,15,10,6,4,0,0,0
53511704,264,137,127,119,69,50,111,56,55,23,9,14,11,3,8,0,0,0
53511705,157,84,73,67,40,27,66,36,30,15,7,8,9,1,8,0,0,0
1088390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53513301,39,21,18,13,8,5,23,12,11,2,1,1,1,0,1,0,0,0
53513302,1042,517,525,477,258,219,397,200,197,111,50,61,51,7,44,4,2,2
53513303,408,203,205,187,96,91,173,87,86,35,16,19,13,4,9,0,0,0
53513304,78,40,38,30,19,11,33,16,17,9,4,5,3,0,3,3,1,2
53267301,562,287,275,225,128,97,218,110,108,70,37,33,41,6,35,6,4,2
53514101,496,259,237,208,127,81,198,99,99,59,27,32,29,4,25,1,1,0
53864702,1817,908,909,894,458,436,746,375,371,122,62,60,45,8,37,8,3,5
53516801,550,284,266,228,131,97,221,112,109,66,32,34,34,9,25,1,0,1
53516803,133,64,69,49,26,23,46,24,22,24,11,13,14,3,11,0,0,0
53519201,518,265,253,263,145,118,157,80,77,59,32,27,37,8,29,0,0,0
53173101,22,13,9,10,8,2,8,4,4,2,1,1,2,0,2,0,0,0
53173102,184,100,84,82,51,31,66,34,32,17,10,7,19,5,14,0,0,0
53521401,144,81,63,58,41,17,60,31,29,14,7,7,12,2,10,0,0,0
53521402,320,155,165,132,64,68,128,66,62,42,21,21,16,3,13,2,1,1
1673472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53522201,1168,586,582,518,287,231,476,240,236,104,45,59,70,14,56,0,0,0
53522202,702,355,347,298,166,132,291,146,145,72,32,40,39,11,28,2,0,2
53522203,660,325,335,303,161,142,261,133,128,58,23,35,38,8,30,0,0,0
53156101,197,104,93,90,55,35,73,37,36,24,10,14,10,2,8,0,0,0
53156102,109,51,58,46,19,27,45,23,22,14,9,5,4,0,4,0,0,0
53156103,501,260,241,227,123,104,195,97,98,56,34,22,22,6,16,1,0,1
52958301,136,77,59,61,39,22,48,26,22,12,10,2,14,2,12,1,0,1
59949201,129,62,67,53,26,27,56,28,28,15,8,7,5,0,5,0,0,0
1758710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3265510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53525701,75,35,40,38,19,19,24,12,12,8,3,5,5,1,4,0,0,0
53525702,93,44,49,47,24,23,26,13,13,11,4,7,9,3,6,0,0,0
53525703,765,395,370,336,195,141,319,163,156,61,30,31,46,5,41,1,0,1
53526501,181,84,97,74,33,41,81,41,40,18,9,9,8,1,7,0,0,0
53526502,202,102,100,93,51,42,82,41,41,14,8,6,13,2,11,0,0,0
53526503,736,381,355,322,189,133,319,157,162,56,25,31,37,8,29,2,2,0
3194060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53527301,2193,1089,1104,956,513,443,899,452,447,218,92,126,114,27,87,6,5,1
53527302,22,11,11,11,5,6,6,3,3,4,3,1,1,0,1,0,0,0
53527303,65,35,30,34,20,14,26,13,13,3,1,2,2,1,1,0,0,0
53193601,164,83,81,62,34,28,32,16,16,48,28,20,22,5,17,0,0,0
53529001,110,52,58,44,25,19,43,21,22,11,5,6,12,1,11,0,0,0
53529002,72,38,34,34,19,15,29,15,14,5,2,3,3,1,2,1,1,0
53529003,49,25,24,19,11,8,22,11,11,5,3,2,3,0,3,0,0,0
53529004,640,326,314,283,153,130,258,137,121,63,30,33,32,4,28,4,2,2
53530301,252,133,119,104,62,42,119,61,58,16,10,6,13,0,13,0,0,0
53530302,579,298,281,258,149,109,222,112,110,62,31,31,34,3,31,1,1,0
53530303,91,44,47,37,18,19,35,18,17,8,3,5,11,5,6,0,0,0
53531101,29,19,10,9,7,2,13,7,6,2,2,0,3,1,2,0,0,0
53531102,398,188,210,153,77,76,147,76,71,42,22,20,52,10,42,4,3,1
53532001,775,386,389,338,183,155,301,153,148,86,40,46,45,6,39,3,2,1
53532002,1567,780,787,677,385,292,585,289,296,194,82,112,106,21,85,3,1,2
1879330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53533801,141,70,71,58,32,26,61,31,30,13,4,9,9,3,6,0,0,0
53533802,64,30,34,32,17,15,20,9,11,6,4,2,6,0,6,0,0,0
53533803,136,71,65,48,27,21,60,30,30,19,10,9,8,3,5,0,0,0
53533804,286,138,148,139,70,69,96,47,49,28,14,14,23,7,16,0,0,0
53533805,269,142,127,134,77,57,97,47,50,29,17,12,9,1,8,0,0,0
53535401,89,46,43,37,21,16,44,22,22,0,0,0,8,3,5,0,0,0
53535402,304,176,128,133,85,48,119,64,55,34,19,15,15,6,9,3,2,1
53535403,42,24,18,17,12,5,20,10,10,3,2,1,2,0,2,0,0,0
53151101,45,23,22,22,13,9,14,8,6,6,2,4,3,0,3,0,0,0
53151102,215,107,108,111,60,51,84,42,42,16,5,11,3,0,3,1,0,1
53151103,391,196,195,179,96,83,162,81,81,38,17,21,11,1,10,1,1,0
53538901,583,260,323,173,99,74,233,115,118,70,28,42,101,15,86,5,2,3
53539701,69,35,34,38,21,17,25,13,12,3,1,2,3,0,3,0,0,0
53539702,347,174,173,158,91,67,117,58,59,47,21,26,25,4,21,0,0,0
53539703,75,38,37,33,16,17,26,13,13,14,9,5,2,0,2,0,0,0
3228570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53542701,335,166,169,150,78,72,147,73,74,27,11,16,9,2,7,2,2,0
53542702,633,310,323,270,151,119,243,120,123,67,32,35,52,7,45,1,0,1
53542703,162,80,82,65,35,30,74,37,37,12,5,7,11,3,8,0,0,0
53542704,83,42,41,29,16,13,47,23,24,5,3,2,2,0,2,0,0,0
53542705,76,38,38,32,18,14,30,16,14,10,4,6,3,0,3,1,0,1
53542706,91,47,44,40,23,17,34,17,17,6,4,2,9,1,8,0,0,0
53542708,21,13,8,9,6,3,7,4,3,5,3,2,0,0,0,0,0,0
53542709,684,346,338,241,134,107,334,169,165,60,35,25,45,6,39,4,2,2
53542710,826,425,401,318,189,129,324,162,162,102,55,47,77,16,61,5,3,2
53542711,941,458,483,368,199,169,408,204,204,94,42,52,69,11,58,2,2,0
53542713,767,361,406,308,171,137,285,142,143,97,38,59,77,10,67,0,0,0
53542715,336,168,168,118,64,54,160,82,78,34,17,17,22,3,19,2,2,0
53542718,21,12,9,10,6,4,10,5,5,0,0,0,1,1,0,0,0,0
53544301,78,42,36,30,18,12,36,19,17,10,4,6,2,1,1,0,0,0
53544302,134,65,69,56,30,26,53,26,27,14,8,6,10,1,9,1,0,1
53544304,579,294,285,252,143,109,194,99,95,82,39,43,48,13,35,3,0,3
53544305,195,93,102,84,47,37,67,33,34,29,10,19,14,2,12,1,1,0
