kod_nadzsj_d,Obyvatelstvo celkem,Obyvatelstvo celkem - muži,Obyvatelstvo celkem - ženy,Obyvatelstvo - rodinný stav: svobodní  - celkem,Obyvatelstvo - rodinný stav: svobodní  - muži,Obyvatelstvo - rodinný stav: svobodní  - ženy,"Obyvatelstvo - rodinný stav: ženatí, vdané - celkem","Obyvatelstvo - rodinný stav: ženatí, vdané - muži","Obyvatelstvo - rodinný stav: ženatí, vdané - ženy",Obyvatelstvo - rodinný stav: rozvedení - celkem,Obyvatelstvo - rodinný stav: rozvedení - muži,Obyvatelstvo - rodinný stav: rozvedení - ženy,Obyvatelstvo - rodinný stav: ovdovělí - celkem,Obyvatelstvo - rodinný stav: ovdovělí - muži,Obyvatelstvo - rodinný stav: ovdovělí - ženy,Obyvatelstvo - rodinný stav: nezjištěno - celkem,Obyvatelstvo - rodinný stav: nezjištěno - muži,Obyvatelstvo - rodinný stav: nezjištěno - ženy
57947501,310,160,150,122,75,47,143,70,73,23,12,11,22,3,19,0,0,0
57947502,50,24,26,25,11,14,18,9,9,4,3,1,3,1,2,0,0,0
57948301,139,73,66,48,28,20,70,35,35,10,6,4,10,3,7,0,0,0
57948302,20,12,8,9,6,3,8,4,4,2,2,0,1,0,1,0,0,0
54647001,113,61,52,41,23,18,49,24,25,17,10,7,6,4,2,0,0,0
54647002,64,35,29,30,21,9,25,12,13,5,1,4,4,1,3,0,0,0
57950501,80,44,36,35,19,16,29,15,14,13,9,4,1,0,1,2,1,1
57950502,77,45,32,32,20,12,29,15,14,15,10,5,1,0,1,0,0,0
57951301,1197,596,601,470,271,199,472,238,234,170,73,97,82,13,69,3,1,2
57951302,307,274,33,208,195,13,35,22,13,38,34,4,4,1,3,22,22,0
57951303,73,36,37,24,11,13,36,18,18,3,2,1,8,3,5,0,0,0
57951304,99,52,47,36,20,16,37,19,18,13,9,4,12,4,8,1,0,1
57953001,171,86,85,67,33,34,72,37,35,19,12,7,11,2,9,2,2,0
57954801,181,99,82,75,44,31,83,42,41,15,9,6,7,3,4,1,1,0
57954802,289,141,148,143,73,70,98,47,51,31,19,12,17,2,15,0,0,0
57954803,1758,897,861,750,441,309,653,328,325,214,99,115,138,27,111,3,2,1
57955601,26,15,11,6,5,1,16,8,8,1,1,0,3,1,2,0,0,0
57955602,54,32,22,26,17,9,19,10,9,7,5,2,2,0,2,0,0,0
57955603,647,327,320,224,130,94,261,130,131,100,56,44,58,9,49,4,2,2
57955604,138,74,64,55,33,22,54,28,26,19,10,9,10,3,7,0,0,0
57955606,151,79,72,56,32,24,75,38,37,12,8,4,8,1,7,0,0,0
57955607,60,31,29,21,12,9,24,12,12,12,6,6,3,1,2,0,0,0
57955608,82,39,43,26,14,12,45,23,22,4,1,3,7,1,6,0,0,0
57956401,417,215,202,170,94,76,185,93,92,39,20,19,21,7,14,2,1,1
57956402,121,59,62,57,30,27,50,24,26,11,5,6,3,0,3,0,0,0
57956403,81,39,42,34,17,17,38,19,19,4,3,1,5,0,5,0,0,0
57956404,168,82,86,63,33,30,76,39,37,16,7,9,13,3,10,0,0,0
57958102,366,201,165,172,101,71,123,64,59,52,30,22,18,6,12,1,0,1
57958103,109,52,57,46,24,22,40,21,19,15,6,9,7,1,6,1,0,1
57958104,185,98,87,78,39,39,69,37,32,25,18,7,11,3,8,2,1,1
57959901,708,342,366,305,171,134,219,110,109,103,49,54,80,11,69,1,1,0
57959902,200,95,105,70,36,34,92,44,48,18,9,9,19,5,14,1,1,0
57959903,194,95,99,76,41,35,90,46,44,20,7,13,7,1,6,1,0,1
57959904,80,41,39,33,19,14,33,16,17,11,5,6,3,1,2,0,0,0
57960201,587,302,285,273,147,126,208,105,103,70,40,30,35,9,26,1,1,0
57962901,882,423,459,368,199,169,273,136,137,163,77,86,77,10,67,1,1,0
57962902,34,19,15,13,8,5,18,9,9,3,2,1,0,0,0,0,0,0
57963701,2876,1417,1459,1073,609,464,1202,606,596,318,155,163,274,45,229,9,2,7
57964501,126,72,54,55,38,17,52,26,26,12,7,5,7,1,6,0,0,0
57964502,288,142,146,120,73,47,96,48,48,43,16,27,29,5,24,0,0,0
57964504,89,45,44,44,25,19,29,14,15,10,5,5,6,1,5,0,0,0
57964505,486,253,233,205,120,85,193,102,91,50,25,25,37,5,32,1,1,0
57964506,256,131,125,103,64,39,106,51,55,27,11,16,20,5,15,0,0,0
57964507,48,24,24,18,11,7,21,12,9,4,1,3,5,0,5,0,0,0
57964508,83,38,45,37,19,18,25,12,13,15,6,9,5,0,5,1,1,0
57964509,635,332,303,285,164,121,219,108,111,91,51,40,40,9,31,0,0,0
54881201,57,26,31,25,12,13,15,8,7,7,5,2,10,1,9,0,0,0
57966101,125,59,66,49,24,25,52,26,26,16,9,7,8,0,8,0,0,0
57966102,52,28,24,20,12,8,27,14,13,3,1,2,2,1,1,0,0,0
57966103,110,53,57,36,20,16,54,27,27,13,5,8,5,0,5,2,1,1
57966104,292,157,135,127,72,55,120,62,58,30,18,12,15,5,10,0,0,0
57966105,33,15,18,16,6,10,10,5,5,3,2,1,4,2,2,0,0,0
57969602,178,91,87,78,43,35,76,37,39,13,10,3,11,1,10,0,0,0
57972601,361,182,179,147,80,67,160,81,79,27,12,15,26,8,18,1,1,0
57973401,159,81,78,54,25,29,85,44,41,11,9,2,8,2,6,1,1,0
57973402,1072,505,567,391,216,175,398,201,197,140,62,78,139,22,117,2,2,0
57973403,706,343,363,284,155,129,271,138,133,103,39,64,47,11,36,1,0,1
57974202,599,274,325,285,145,140,184,88,96,91,36,55,39,5,34,0,0,0
57974204,76,41,35,34,18,16,31,17,14,6,4,2,4,1,3,1,1,0
57974205,41,23,18,20,10,10,17,11,6,3,2,1,1,0,1,0,0,0
57974209,61,38,23,28,20,8,21,10,11,9,7,2,3,1,2,0,0,0
57974212,254,138,116,122,69,53,77,40,37,39,23,16,15,6,9,1,0,1
57974213,28,15,13,16,9,7,12,6,6,0,0,0,0,0,0,0,0,0
57975101,91,46,45,43,25,18,29,14,15,13,7,6,5,0,5,1,0,1
1690990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57902501,124,67,57,52,32,20,51,26,25,16,9,7,4,0,4,1,0,1
57902502,74,32,42,36,18,18,19,9,10,11,5,6,8,0,8,0,0,0
57902503,122,67,55,41,27,14,59,31,28,13,8,5,9,1,8,0,0,0
57902504,120,62,58,40,24,16,55,29,26,13,7,6,12,2,10,0,0,0
57902505,35,18,17,14,8,6,17,9,8,2,1,1,2,0,2,0,0,0
57902506,76,38,38,43,20,23,19,10,9,12,8,4,2,0,2,0,0,0
57902508,227,115,112,111,58,53,72,36,36,28,19,9,14,2,12,0,0,0
57902510,22,11,11,5,2,3,10,5,5,3,2,1,4,2,2,0,0,0
57902511,31,16,15,16,8,8,12,6,6,2,2,0,1,0,1,0,0,0
57902512,311,166,145,120,70,50,128,65,63,47,25,22,16,6,10,0,0,0
57902513,64,27,37,24,10,14,26,13,13,8,3,5,5,1,4,1,0,1
57902514,98,51,47,41,23,18,32,16,16,14,9,5,11,3,8,0,0,0
57902515,84,47,37,40,26,14,26,13,13,13,7,6,5,1,4,0,0,0
57902516,64,33,31,29,15,14,27,14,13,6,3,3,1,0,1,1,1,0
57902517,337,156,181,147,72,75,121,60,61,53,24,29,15,0,15,1,0,1
57902518,2277,1023,1254,930,478,452,757,378,379,343,118,225,237,44,193,8,4,4
57902519,31,16,15,10,5,5,16,8,8,5,3,2,0,0,0,0,0,0
57902520,1227,584,643,562,296,266,415,207,208,168,66,102,78,14,64,2,1,1
57902522,1252,586,666,539,294,245,379,187,192,223,90,133,105,9,96,6,6,0
57902523,1443,687,756,614,348,266,471,227,244,219,93,126,135,17,118,4,2,2
57902524,926,451,475,333,181,152,430,215,215,103,44,59,58,10,48,2,1,1
57902526,920,417,503,344,172,172,355,178,177,117,45,72,101,20,81,3,2,1
57902528,246,122,124,112,62,50,78,39,39,45,19,26,9,1,8,1,1,0
57902529,1128,517,611,426,224,202,433,213,220,172,61,111,96,18,78,1,1,0
57902530,1240,587,653,548,298,250,383,193,190,210,81,129,96,14,82,3,1,2
57902531,31,14,17,21,9,12,8,4,4,1,1,0,1,0,1,0,0,0
57902532,275,143,132,105,65,40,141,70,71,20,7,13,9,1,8,0,0,0
57902533,26,12,14,14,6,8,9,4,5,3,2,1,0,0,0,0,0,0
57902534,919,439,480,310,175,135,425,211,214,99,38,61,84,15,69,1,0,1
57902535,2945,1399,1546,1141,630,511,1049,521,528,487,199,288,253,39,214,13,8,5
57902536,546,281,265,222,121,101,234,119,115,61,34,27,25,6,19,2,1,1
57902537,154,78,76,79,41,38,70,35,35,4,2,2,1,0,1,0,0,0
57902538,412,218,194,249,138,111,113,61,52,41,17,24,9,2,7,0,0,0
57902539,245,116,129,97,50,47,110,56,54,24,9,15,13,1,12,1,0,1
57902540,1549,753,796,661,378,283,506,255,251,305,102,203,72,15,57,5,3,2
57902541,3904,1856,2048,1569,859,710,1430,710,720,665,239,426,229,41,188,11,7,4
57902542,160,82,78,62,35,27,68,33,35,24,12,12,5,1,4,1,1,0
57902544,1454,702,752,693,362,331,473,231,242,210,94,116,76,14,62,2,1,1
57902545,240,114,126,96,49,47,101,49,52,30,14,16,12,1,11,1,1,0
57902546,153,82,71,63,37,26,61,30,31,21,14,7,8,1,7,0,0,0
57902547,1279,612,667,597,323,274,399,196,203,206,84,122,76,9,67,1,0,1
57902548,146,71,75,73,38,35,35,16,19,26,15,11,12,2,10,0,0,0
57902549,128,64,64,64,38,26,33,17,16,21,7,14,9,2,7,1,0,1
57902551,288,141,147,125,69,56,119,58,61,29,13,16,15,1,14,0,0,0
57902552,131,67,64,58,29,29,56,29,27,13,8,5,4,1,3,0,0,0
57902553,350,177,173,140,83,57,150,76,74,41,14,27,19,4,15,0,0,0
57902554,53,26,27,21,13,8,17,8,9,12,4,8,3,1,2,0,0,0
57902555,1187,719,468,670,431,239,199,105,94,286,178,108,30,3,27,2,2,0
57976902,36,20,16,8,7,1,18,9,9,4,3,1,6,1,5,0,0,0
57976903,46,26,20,20,13,7,16,8,8,7,4,3,3,1,2,0,0,0
57976904,49,28,21,29,18,11,15,8,7,4,2,2,1,0,1,0,0,0
57976905,22,11,11,3,1,2,19,10,9,0,0,0,0,0,0,0,0,0
57976906,289,145,144,118,64,54,126,63,63,29,16,13,16,2,14,0,0,0
57977701,346,172,174,126,67,59,159,81,78,33,17,16,27,7,20,1,0,1
57977702,4992,2359,2633,2085,1121,964,1728,868,860,698,301,397,463,64,399,16,5,11
57978501,128,65,63,47,26,21,60,28,32,15,8,7,6,3,3,0,0,0
57978503,214,111,103,78,43,35,93,46,47,27,15,12,14,5,9,0,0,0
57978504,877,446,431,344,192,152,378,192,186,79,43,36,73,17,56,3,2,1
57979301,82,42,40,35,17,18,37,18,19,7,5,2,3,2,1,0,0,0
57979302,144,77,67,64,37,27,47,23,24,22,13,9,10,3,7,1,1,0
57979303,28,15,13,8,5,3,12,6,6,4,3,1,4,1,3,0,0,0
57459701,21,11,10,10,7,3,7,3,4,3,1,2,1,0,1,0,0,0
57459702,163,85,78,65,37,28,70,36,34,14,6,8,14,6,8,0,0,0
57981501,37,18,19,10,4,6,22,11,11,5,3,2,0,0,0,0,0,0
57981502,445,223,222,202,104,98,180,91,89,42,22,20,20,5,15,1,1,0
57981503,84,44,40,31,19,12,33,17,16,12,5,7,8,3,5,0,0,0
57981504,580,303,277,289,170,119,175,89,86,81,39,42,32,3,29,3,2,1
57981506,247,126,121,116,65,51,95,48,47,19,7,12,17,6,11,0,0,0
57981508,40,20,20,15,6,9,16,8,8,6,5,1,3,1,2,0,0,0
57981509,24,12,12,9,5,4,8,4,4,4,2,2,3,1,2,0,0,0
57982302,542,275,267,244,131,113,200,100,100,61,35,26,37,9,28,0,0,0
57983101,144,70,74,58,33,25,59,29,30,14,6,8,13,2,11,0,0,0
57983102,214,112,102,86,56,30,85,41,44,30,12,18,13,3,10,0,0,0
3038790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57985802,246,126,120,107,59,48,114,58,56,14,6,8,11,3,8,0,0,0
57985803,1438,704,734,574,305,269,598,298,300,171,83,88,93,18,75,2,0,2
57985804,893,446,447,377,206,171,335,168,167,113,58,55,63,12,51,4,2,2
57985806,196,105,91,88,47,41,67,36,31,25,15,10,15,6,9,1,1,0
57985808,147,69,78,49,22,27,71,35,36,12,7,5,14,4,10,1,1,0
57985809,610,287,323,262,145,117,202,101,101,79,32,47,66,9,57,1,0,1
57985810,2088,962,1126,771,422,349,747,371,376,305,123,182,261,44,217,3,1,2
57985811,734,342,392,287,146,141,291,146,145,97,40,57,59,10,49,0,0,0
57985813,2216,1129,1087,984,557,427,761,379,382,325,160,165,136,26,110,8,5,3
57985814,2146,1002,1144,912,471,441,782,392,390,323,119,204,128,19,109,0,0,0
57985815,99,50,49,57,32,25,21,10,11,15,7,8,6,1,5,0,0,0
57985816,26,14,12,12,5,7,10,5,5,4,4,0,0,0,0,0,0,0
57985817,1089,508,581,460,237,223,377,186,191,145,60,85,106,24,82,1,1,0
54883901,55,27,28,21,11,10,24,12,12,6,3,3,4,1,3,0,0,0
54883902,27,14,13,11,7,4,14,7,7,0,0,0,2,0,2,0,0,0
54883903,55,24,31,20,9,11,30,14,16,2,0,2,3,1,2,0,0,0
54884701,134,64,70,57,26,31,59,30,29,9,6,3,9,2,7,0,0,0
57986601,213,110,103,86,47,39,101,52,49,18,10,8,8,1,7,0,0,0
1942550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57987401,228,119,109,91,53,38,96,50,46,25,13,12,16,3,13,0,0,0
57987403,21,12,9,12,8,4,6,3,3,3,1,2,0,0,0,0,0,0
57987407,2644,1288,1356,1052,576,476,906,456,450,414,203,211,265,51,214,7,2,5
57118101,89,46,43,31,20,11,39,19,20,13,5,8,6,2,4,0,0,0
57118102,171,92,79,65,39,26,72,37,35,20,12,8,14,4,10,0,0,0
57118103,74,36,38,24,13,11,32,15,17,9,5,4,9,3,6,0,0,0
57118104,35,16,19,13,7,6,15,7,8,3,2,1,4,0,4,0,0,0
57118105,38,21,17,8,5,3,24,12,12,3,3,0,3,1,2,0,0,0
57118106,47,25,22,15,10,5,20,10,10,9,5,4,3,0,3,0,0,0
57118108,80,42,38,37,23,14,30,15,15,7,4,3,6,0,6,0,0,0
57394901,79,40,39,45,22,23,21,12,9,10,4,6,3,2,1,0,0,0
50500501,25,10,15,11,3,8,12,6,6,1,1,0,1,0,1,0,0,0
50500502,414,214,200,168,97,71,188,94,94,29,17,12,27,6,21,2,0,2
57120201,247,123,124,87,56,31,118,59,59,11,3,8,31,5,26,0,0,0
57120202,104,59,45,44,31,13,54,27,27,1,1,0,5,0,5,0,0,0
57120203,28,13,15,8,3,5,14,7,7,6,3,3,0,0,0,0,0,0
57120204,76,29,47,33,11,22,28,14,14,7,2,5,8,2,6,0,0,0
57120205,91,50,41,35,23,12,41,21,20,8,3,5,6,2,4,1,1,0
57120206,25,15,10,10,8,2,12,6,6,1,1,0,2,0,2,0,0,0
57120207,20,11,9,10,6,4,8,4,4,1,1,0,1,0,1,0,0,0
57120208,28,14,14,15,8,7,12,6,6,0,0,0,1,0,1,0,0,0
54786701,140,76,64,57,36,21,54,27,27,15,8,7,13,4,9,1,1,0
57122901,145,77,68,65,38,27,59,29,30,13,8,5,8,2,6,0,0,0
57122902,51,27,24,16,10,6,25,12,13,6,4,2,4,1,3,0,0,0
57123701,185,94,91,86,48,38,73,36,37,15,8,7,11,2,9,0,0,0
57123702,34,15,19,11,5,6,14,7,7,6,3,3,3,0,3,0,0,0
57124501,444,228,216,185,103,82,200,101,99,35,18,17,23,5,18,1,1,0
57125301,46,23,23,21,13,8,15,8,7,6,1,5,4,1,3,0,0,0
57125302,27,11,16,14,5,9,8,4,4,4,1,3,1,1,0,0,0,0
57125303,38,20,18,11,8,3,17,9,8,4,3,1,6,0,6,0,0,0
57125304,43,23,20,9,7,2,27,14,13,4,2,2,3,0,3,0,0,0
57125305,27,13,14,13,8,5,9,5,4,2,0,2,3,0,3,0,0,0
57125306,65,32,33,24,14,10,28,15,13,6,2,4,7,1,6,0,0,0
57127001,377,188,189,181,103,78,136,69,67,33,13,20,26,3,23,1,0,1
57129602,21,10,11,7,4,3,12,6,6,0,0,0,2,0,2,0,0,0
57129603,47,25,22,21,10,11,19,10,9,4,2,2,3,3,0,0,0,0
57129604,45,25,20,18,11,7,19,10,9,5,3,2,3,1,2,0,0,0
57130001,132,73,59,46,30,16,69,38,31,6,2,4,10,2,8,1,1,0
50503001,225,117,108,103,58,45,96,49,47,13,7,6,13,3,10,0,0,0
50430101,430,214,216,183,94,89,190,96,94,33,17,16,23,7,16,1,0,1
50495501,162,87,75,70,39,31,67,35,32,11,7,4,12,4,8,1,1,0
57137701,221,108,113,97,51,46,88,44,44,18,9,9,18,4,14,0,0,0
57138501,4193,1973,2220,1601,903,698,1574,779,795,606,235,371,402,53,349,8,2,6
57138502,25,12,13,10,4,6,11,6,5,2,1,1,2,1,1,0,0,0
57138503,72,40,32,28,20,8,28,14,14,12,6,6,4,0,4,0,0,0
57138504,258,133,125,100,58,42,131,64,67,14,7,7,13,4,9,0,0,0
57138505,46,20,26,22,10,12,16,8,8,7,2,5,1,0,1,0,0,0
57138506,140,64,76,49,18,31,68,38,30,13,7,6,9,0,9,1,1,0
57138507,35,21,14,14,11,3,20,10,10,0,0,0,1,0,1,0,0,0
3218930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57139302,569,297,272,225,129,96,271,135,136,46,28,18,25,4,21,2,1,1
57139303,107,57,50,47,30,17,39,19,20,9,5,4,12,3,9,0,0,0
57139304,266,134,132,114,63,51,109,54,55,26,14,12,17,3,14,0,0,0
57139305,261,134,127,110,62,48,104,55,49,23,13,10,23,4,19,1,0,1
57139306,262,143,119,112,70,42,121,62,59,12,4,8,17,7,10,0,0,0
57139308,2045,995,1050,746,425,321,865,433,432,199,92,107,230,42,188,5,3,2
57139309,83,40,43,40,20,20,32,16,16,8,3,5,3,1,2,0,0,0
57139310,929,433,496,446,231,215,285,141,144,139,52,87,56,7,49,3,2,1
57139312,123,54,69,59,26,33,46,24,22,9,3,6,9,1,8,0,0,0
57139313,650,347,303,291,179,112,235,116,119,84,47,37,39,5,34,1,0,1
57139314,78,38,40,27,14,13,34,18,16,12,6,6,5,0,5,0,0,0
57139315,756,386,370,315,183,132,287,143,144,94,44,50,57,15,42,3,1,2
57139316,3142,1446,1696,1218,664,554,1160,574,586,433,153,280,321,51,270,9,4,5
57140701,141,75,66,51,33,18,70,35,35,7,4,3,12,2,10,1,1,0
57140702,36,16,20,8,4,4,20,10,10,4,2,2,4,0,4,0,0,0
54779401,73,37,36,27,14,13,31,16,15,7,5,2,7,1,6,1,1,0
57144001,348,174,174,144,80,64,147,72,75,29,17,12,28,5,23,0,0,0
57144002,463,238,225,213,126,87,184,92,92,32,17,15,33,3,30,1,0,1
57145801,97,50,47,44,24,20,38,19,19,10,6,4,5,1,4,0,0,0
57145802,71,40,31,32,22,10,22,11,11,11,6,5,5,0,5,1,1,0
57146601,69,36,33,31,19,12,26,14,12,8,2,6,4,1,3,0,0,0
57146602,325,160,165,126,71,55,141,71,70,32,15,17,25,3,22,1,0,1
57146603,29,13,16,9,4,5,12,6,6,5,2,3,3,1,2,0,0,0
57147401,107,50,57,31,14,17,57,29,28,10,7,3,9,0,9,0,0,0
57147403,28,13,15,7,3,4,13,7,6,5,2,3,3,1,2,0,0,0
57147404,73,35,38,25,14,11,29,14,15,12,5,7,7,2,5,0,0,0
57147405,40,21,19,13,10,3,20,10,10,0,0,0,6,1,5,0,0,0
57147407,57,36,21,20,16,4,24,14,10,6,3,3,7,3,4,0,0,0
57147408,125,63,62,52,26,26,43,21,22,20,13,7,10,3,7,0,0,0
57148201,26,15,11,11,7,4,11,6,5,2,0,2,2,2,0,0,0,0
57148202,117,64,53,53,30,23,49,26,23,6,4,2,9,4,5,0,0,0
57149101,75,47,28,27,23,4,35,19,16,9,4,5,4,1,3,0,0,0
57149102,29,16,13,11,7,4,14,7,7,3,1,2,1,1,0,0,0,0
57149103,1580,802,778,671,362,309,651,346,305,153,76,77,96,14,82,7,4,3
57149104,21,11,10,9,5,4,11,5,6,1,1,0,0,0,0,0,0,0
57149105,268,133,135,112,61,51,123,62,61,10,4,6,22,5,17,1,1,0
57150401,333,168,165,144,85,59,134,69,65,27,11,16,28,3,25,0,0,0
57153901,241,120,121,95,48,47,114,57,57,17,8,9,15,7,8,0,0,0
57153902,135,64,71,55,30,25,44,21,23,21,11,10,15,2,13,0,0,0
57153903,2325,1132,1193,926,510,416,961,478,483,231,104,127,202,39,163,2,1,1
57153904,319,169,150,140,77,63,132,68,64,31,19,12,15,5,10,1,0,1
57153905,74,40,34,28,19,9,34,17,17,8,4,4,4,0,4,0,0,0
57154701,20,9,11,6,3,3,6,3,3,5,3,2,3,0,3,0,0,0
57154702,78,41,37,29,19,10,24,13,11,13,7,6,12,2,10,0,0,0
57154703,692,343,349,298,160,138,280,137,143,63,36,27,50,10,40,1,0,1
57154704,103,54,49,33,20,13,56,29,27,8,4,4,6,1,5,0,0,0
57154705,43,21,22,14,7,7,16,8,8,3,3,0,10,3,7,0,0,0
57154706,212,107,105,96,54,42,80,40,40,14,8,6,22,5,17,0,0,0
57154707,45,21,24,14,8,6,15,8,7,6,3,3,10,2,8,0,0,0
0543560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0543990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57116401,110,57,53,55,33,22,39,20,19,11,4,7,5,0,5,0,0,0
57116402,222,125,97,93,61,32,102,52,50,17,10,7,10,2,8,0,0,0
57116403,601,300,301,244,137,107,270,134,136,42,19,23,45,10,35,0,0,0
57116404,172,89,83,72,38,34,85,43,42,11,7,4,4,1,3,0,0,0
57116405,693,418,275,384,245,139,154,79,75,134,85,49,18,6,12,3,3,0
57116406,1332,628,704,613,324,289,470,231,239,155,58,97,92,15,77,2,0,2
57116408,528,252,276,191,105,86,239,118,121,68,24,44,27,4,23,3,1,2
57116409,51,23,28,17,8,9,25,13,12,4,2,2,5,0,5,0,0,0
57116410,1588,769,819,572,327,245,764,381,383,135,47,88,116,13,103,1,1,0
57116411,586,274,312,192,103,89,280,139,141,54,23,31,60,9,51,0,0,0
57116412,933,477,456,495,270,225,334,167,167,87,40,47,17,0,17,0,0,0
57116413,182,83,99,60,31,29,92,46,46,10,5,5,20,1,19,0,0,0
57116414,81,42,39,41,23,18,22,11,11,16,6,10,0,0,0,0,0,0
57116415,34,15,19,17,7,10,12,6,6,3,2,1,2,0,2,0,0,0
57116416,1235,601,634,461,256,205,504,253,251,187,71,116,77,18,59,6,3,3
57116417,1376,637,739,616,334,282,427,219,208,192,65,127,138,18,120,3,1,2
57116418,3279,1516,1763,1243,682,561,1296,645,651,416,151,265,311,32,279,9,5,4
57116419,93,51,42,44,31,13,31,14,17,10,5,5,8,1,7,0,0,0
57116420,162,69,93,39,24,15,38,23,15,13,6,7,69,13,56,3,3,0
57116421,30,19,11,13,10,3,11,6,5,5,2,3,1,1,0,0,0,0
57116422,281,153,128,139,83,56,110,55,55,21,13,8,11,2,9,0,0,0
57116423,235,125,110,120,68,52,92,45,47,14,9,5,8,3,5,1,0,1
57116424,1094,541,553,462,270,192,376,188,188,154,61,93,97,17,80,5,5,0
57116425,92,69,23,33,27,6,52,37,15,3,1,2,0,0,0,4,4,0
57116426,1575,772,803,736,386,350,508,260,248,249,106,143,74,15,59,6,4,2
57116427,974,452,522,491,254,237,304,150,154,115,36,79,58,8,50,3,2,1
57116428,923,449,474,361,195,166,392,196,196,100,45,55,69,12,57,1,1,0
57116429,757,338,419,235,119,116,317,155,162,93,42,51,109,21,88,3,1,2
57116430,88,45,43,41,21,20,21,11,10,22,13,9,4,0,4,0,0,0
57116431,815,405,410,333,180,153,386,194,192,58,23,35,37,7,30,1,1,0
57116432,214,101,113,108,55,53,73,37,36,24,9,15,9,0,9,0,0,0
57116433,2367,1151,1216,1016,577,439,882,437,445,373,119,254,93,17,76,2,0,2
57116434,170,92,78,93,53,40,36,18,18,32,19,13,9,2,7,0,0,0
54781601,446,218,228,185,96,89,211,106,105,20,8,12,29,8,21,1,0,1
57156301,209,98,111,91,45,46,80,40,40,23,12,11,15,1,14,0,0,0
57156302,50,25,25,18,10,8,28,14,14,2,1,1,2,0,2,0,0,0
57156303,66,29,37,28,10,18,32,16,16,2,1,1,4,2,2,0,0,0
57156304,31,20,11,10,9,1,13,6,7,3,3,0,5,2,3,0,0,0
57156305,66,34,32,28,15,13,25,13,12,7,5,2,6,1,5,0,0,0
57157101,77,42,35,35,21,14,28,14,14,8,6,2,6,1,5,0,0,0
57157102,29,19,10,12,10,2,14,7,7,2,2,0,1,0,1,0,0,0
57157103,662,330,332,277,151,126,301,150,151,40,21,19,44,8,36,0,0,0
57158001,249,124,125,96,56,40,113,58,55,14,7,7,26,3,23,0,0,0
57378701,327,172,155,145,87,58,131,66,65,36,18,18,15,1,14,0,0,0
57378702,71,33,38,37,16,21,23,11,12,9,5,4,2,1,1,0,0,0
57400701,135,69,66,46,26,20,60,31,29,19,12,7,10,0,10,0,0,0
57161001,690,353,337,304,165,139,297,152,145,59,29,30,30,7,23,0,0,0
57162801,312,158,154,131,73,58,132,67,65,30,14,16,18,4,14,1,0,1
57162802,48,20,28,20,7,13,21,10,11,7,3,4,0,0,0,0,0,0
57165202,79,43,36,36,20,16,27,13,14,7,6,1,8,3,5,1,1,0
57165203,74,35,39,26,14,12,33,16,17,8,5,3,7,0,7,0,0,0
57166101,74,36,38,25,11,14,30,16,14,10,5,5,8,3,5,0,0,0
57166102,43,22,21,16,8,8,19,9,10,7,5,2,1,0,1,0,0,0
57166103,953,493,460,410,239,171,404,203,201,66,35,31,71,14,57,2,2,0
57166104,114,60,54,44,23,21,61,31,30,2,1,1,7,5,2,0,0,0
57166105,195,92,103,72,37,35,100,51,49,9,3,6,14,1,13,0,0,0
54782401,30,15,15,13,7,6,14,7,7,1,1,0,2,0,2,0,0,0
54782402,93,48,45,37,24,13,41,21,20,8,3,5,7,0,7,0,0,0
50480701,54,28,26,17,11,6,32,16,16,2,1,1,3,0,3,0,0,0
50480702,242,114,128,117,58,59,79,40,39,31,14,17,15,2,13,0,0,0
57170901,150,75,75,58,27,31,64,33,31,20,14,6,7,0,7,1,1,0
57172501,84,49,35,35,26,9,34,17,17,7,4,3,8,2,6,0,0,0
57173301,114,62,52,56,32,24,45,23,22,8,6,2,5,1,4,0,0,0
57173302,26,14,12,7,3,4,16,8,8,2,2,0,1,1,0,0,0,0
57173304,26,13,13,7,3,4,12,6,6,5,3,2,1,0,1,1,1,0
54783201,146,71,75,63,34,29,60,29,31,13,8,5,10,0,10,0,0,0
54783202,103,48,55,44,20,24,42,21,21,10,6,4,7,1,6,0,0,0
