kod_nadzsj_d,Obyvatelstvo celkem,Obyvatelstvo celkem - muži,Obyvatelstvo celkem - ženy,Obyvatelstvo - rodinný stav: svobodní  - celkem,Obyvatelstvo - rodinný stav: svobodní  - muži,Obyvatelstvo - rodinný stav: svobodní  - ženy,"Obyvatelstvo - rodinný stav: ženatí, vdané - celkem","Obyvatelstvo - rodinný stav: ženatí, vdané - muži","Obyvatelstvo - rodinný stav: ženatí, vdané - ženy",Obyvatelstvo - rodinný stav: rozvedení - celkem,Obyvatelstvo - rodinný stav: rozvedení - muži,Obyvatelstvo - rodinný stav: rozvedení - ženy,Obyvatelstvo - rodinný stav: ovdovělí - celkem,Obyvatelstvo - rodinný stav: ovdovělí - muži,Obyvatelstvo - rodinný stav: ovdovělí - ženy,Obyvatelstvo - rodinný stav: nezjištěno - celkem,Obyvatelstvo - rodinný stav: nezjištěno - muži,Obyvatelstvo - rodinný stav: nezjištěno - ženy
54787501,121,67,54,48,28,20,44,22,22,18,12,6,11,5,6,0,0,0
54787502,124,58,66,43,24,19,58,29,29,12,3,9,9,1,8,2,1,1
57175001,152,79,73,57,34,23,78,38,40,8,5,3,8,1,7,1,1,0
57176801,430,220,210,186,106,80,196,97,99,23,12,11,24,5,19,1,0,1
57176802,234,112,122,84,41,43,117,59,58,14,9,5,19,3,16,0,0,0
57176803,115,55,60,42,19,23,45,23,22,19,11,8,8,1,7,1,1,0
57176805,49,20,29,17,7,10,18,10,8,7,2,5,6,1,5,1,0,1
57176806,40,22,18,16,12,4,16,9,7,2,1,1,5,0,5,1,0,1
57177601,228,113,115,71,38,33,114,60,54,19,13,6,24,2,22,0,0,0
57177602,88,39,49,39,17,22,35,17,18,8,4,4,6,1,5,0,0,0
57177603,41,20,21,14,10,4,17,8,9,2,1,1,8,1,7,0,0,0
57177604,75,38,37,28,17,11,39,20,19,2,0,2,6,1,5,0,0,0
57177605,27,13,14,14,7,7,10,5,5,2,1,1,1,0,1,0,0,0
57177606,1449,732,717,615,340,275,595,306,289,144,65,79,89,19,70,6,2,4
57177607,46,24,22,16,10,6,20,11,9,5,2,3,5,1,4,0,0,0
57177608,299,130,169,102,53,49,122,61,61,21,11,10,53,5,48,1,0,1
57177609,66,32,34,31,15,16,26,13,13,5,4,1,4,0,4,0,0,0
57177610,28,11,17,6,2,4,14,8,6,3,1,2,5,0,5,0,0,0
57177611,51,25,26,23,12,11,22,11,11,3,2,1,3,0,3,0,0,0
57177612,226,115,111,84,51,33,95,48,47,30,10,20,15,4,11,1,1,0
57182202,147,73,74,53,26,27,68,36,32,13,7,6,13,4,9,0,0,0
57182204,70,33,37,28,16,12,28,14,14,5,3,2,9,0,9,0,0,0
57182205,53,27,26,13,7,6,22,12,10,10,5,5,8,3,5,0,0,0
0959233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57183101,43,23,20,20,13,7,15,7,8,8,3,5,0,0,0,0,0,0
57183102,27,16,11,18,12,6,7,3,4,2,1,1,0,0,0,0,0,0
57183103,24,13,11,3,3,0,15,8,7,3,2,1,3,0,3,0,0,0
57183104,71,29,42,36,12,24,28,13,15,4,3,1,3,1,2,0,0,0
57183105,128,63,65,52,28,24,55,27,28,10,6,4,11,2,9,0,0,0
57183106,70,35,35,33,18,15,29,15,14,4,2,2,4,0,4,0,0,0
57183107,35,22,13,18,14,4,8,4,4,9,4,5,0,0,0,0,0,0
57183108,548,284,264,207,126,81,267,134,133,40,15,25,34,9,25,0,0,0
57183109,30,15,15,14,7,7,13,6,7,2,2,0,1,0,1,0,0,0
57183110,131,61,70,51,25,26,68,33,35,6,2,4,6,1,5,0,0,0
57183111,23,11,12,11,5,6,9,5,4,1,1,0,2,0,2,0,0,0
57183112,48,22,26,19,10,9,24,11,13,3,1,2,2,0,2,0,0,0
57183113,38,20,18,16,10,6,13,7,6,1,1,0,8,2,6,0,0,0
57183114,52,28,24,21,15,6,21,10,11,5,2,3,4,0,4,1,1,0
0970552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57185701,80,37,43,41,21,20,25,12,13,5,2,3,9,2,7,0,0,0
57185702,49,22,27,21,10,11,19,9,10,2,1,1,7,2,5,0,0,0
57185703,53,26,27,15,7,8,33,17,16,3,2,1,2,0,2,0,0,0
57185704,29,13,16,11,5,6,12,6,6,2,1,1,3,0,3,1,1,0
57185705,48,23,25,18,8,10,26,13,13,2,1,1,1,0,1,1,1,0
57185706,59,35,24,23,16,7,27,14,13,4,4,0,5,1,4,0,0,0
57185707,35,17,18,10,6,4,20,10,10,1,1,0,4,0,4,0,0,0
57187301,105,57,48,47,30,17,46,23,23,6,2,4,6,2,4,0,0,0
57187302,142,79,63,63,41,22,53,27,26,10,7,3,16,4,12,0,0,0
57187303,338,176,162,154,88,66,146,75,71,20,11,9,17,1,16,1,1,0
57187304,89,44,45,39,25,14,31,15,16,8,4,4,11,0,11,0,0,0
57187305,74,35,39,29,14,15,36,18,18,5,3,2,4,0,4,0,0,0
55484701,287,150,137,116,73,43,124,62,62,22,12,10,25,3,22,0,0,0
55484702,30,15,15,11,7,4,16,8,8,0,0,0,3,0,3,0,0,0
57189001,125,63,62,53,27,26,55,29,26,8,4,4,9,3,6,0,0,0
57190301,128,65,63,46,26,20,65,33,32,10,6,4,7,0,7,0,0,0
57190302,506,259,247,200,107,93,225,113,112,49,28,21,32,11,21,0,0,0
57191101,1202,577,625,501,271,230,494,244,250,105,48,57,101,13,88,1,1,0
57191103,34,17,17,10,7,3,12,6,6,7,3,4,3,1,2,0,0,0
57191104,62,36,26,22,14,8,30,16,14,8,5,3,2,1,1,0,0,0
57191105,161,83,78,70,42,28,68,34,34,17,6,11,6,1,5,0,0,0
57191106,39,19,20,17,10,7,16,8,8,4,1,3,2,0,2,0,0,0
57191107,73,41,32,34,22,12,27,14,13,8,5,3,4,0,4,0,0,0
57191108,55,28,27,17,11,6,32,16,16,3,0,3,3,1,2,0,0,0
57196201,771,400,371,307,176,131,352,180,172,58,34,24,52,8,44,2,2,0
57410401,193,101,92,82,48,34,83,42,41,19,10,9,9,1,8,0,0,0
55495201,276,159,117,108,81,27,131,66,65,16,8,8,20,4,16,1,0,1
57200401,44,25,19,20,13,7,16,8,8,3,3,0,5,1,4,0,0,0
57200402,196,93,103,86,44,42,78,38,40,14,6,8,18,5,13,0,0,0
57203901,40,20,20,18,10,8,8,4,4,8,5,3,6,1,5,0,0,0
57203902,44,21,23,11,6,5,15,8,7,9,6,3,9,1,8,0,0,0
57203903,162,89,73,56,36,20,70,36,34,20,12,8,16,5,11,0,0,0
57206301,251,134,117,110,69,41,101,50,51,18,10,8,22,5,17,0,0,0
3316600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57207101,1367,685,682,616,346,270,489,246,243,184,76,108,71,12,59,7,5,2
57208001,209,107,102,76,42,34,99,50,49,25,14,11,9,1,8,0,0,0
57208002,45,24,21,17,10,7,18,10,8,9,4,5,1,0,1,0,0,0
57208003,88,44,44,30,18,12,44,23,21,4,0,4,10,3,7,0,0,0
57208004,59,27,32,24,11,13,22,11,11,6,3,3,6,1,5,1,1,0
57208005,173,87,86,69,39,30,70,36,34,21,11,10,13,1,12,0,0,0
57208006,1029,511,518,437,253,184,419,209,210,92,44,48,79,5,74,2,0,2
57208007,389,196,193,140,86,54,185,92,93,33,15,18,31,3,28,0,0,0
57209801,91,50,41,38,28,10,38,19,19,6,3,3,9,0,9,0,0,0
57209802,38,21,17,16,10,6,17,9,8,4,2,2,1,0,1,0,0,0
57209803,60,28,32,24,12,12,26,13,13,4,1,3,5,1,4,1,1,0
57209804,595,289,306,257,142,115,239,119,120,44,20,24,51,4,47,4,4,0
57210101,361,189,172,156,90,66,145,74,71,37,18,19,22,7,15,1,0,1
57211001,214,120,94,88,58,30,90,46,44,22,13,9,14,3,11,0,0,0
55688201,61,28,33,31,13,18,22,12,10,6,3,3,2,0,2,0,0,0
55688202,609,300,309,246,132,114,297,149,148,41,14,27,25,5,20,0,0,0
55688203,161,76,85,61,33,28,73,37,36,12,3,9,15,3,12,0,0,0
57215201,76,37,39,32,19,13,31,15,16,7,3,4,5,0,5,1,0,1
57215202,70,37,33,30,18,12,28,14,14,4,3,1,8,2,6,0,0,0
57215203,207,113,94,85,55,30,91,46,45,18,12,6,13,0,13,0,0,0
57216101,69,31,38,26,11,15,22,11,11,12,8,4,9,1,8,0,0,0
57216102,127,62,65,39,22,17,64,33,31,11,7,4,13,0,13,0,0,0
57216103,1435,720,715,553,311,242,627,319,308,130,65,65,111,16,95,13,9,4
57217901,955,476,479,380,210,170,420,212,208,94,42,52,59,10,49,2,2,0
57217902,117,56,61,53,30,23,43,20,23,6,3,3,15,3,12,0,0,0
57217903,117,62,55,47,30,17,52,26,26,13,4,9,5,2,3,0,0,0
57217904,135,68,67,65,39,26,47,23,24,11,5,6,12,1,11,0,0,0
54780801,287,155,132,128,81,47,116,59,57,23,12,11,20,3,17,0,0,0
57221701,481,247,234,206,123,83,194,95,99,40,18,22,41,11,30,0,0,0
57222502,51,27,24,16,10,6,21,11,10,7,4,3,7,2,5,0,0,0
57222503,58,31,27,15,9,6,28,15,13,10,5,5,5,2,3,0,0,0
57222505,44,23,21,15,10,5,17,8,9,8,4,4,4,1,3,0,0,0
57222506,173,92,81,62,40,22,79,39,40,12,8,4,17,4,13,3,1,2
57222508,54,29,25,20,11,9,24,13,11,7,5,2,3,0,3,0,0,0
57222510,590,303,287,217,129,88,257,130,127,60,33,27,52,8,44,4,3,1
57222511,638,316,322,223,132,91,173,89,84,111,68,43,124,24,100,5,1,4
57222512,36,20,16,8,6,2,15,7,8,12,7,5,1,0,1,0,0,0
57222513,125,66,59,50,34,16,53,26,27,12,6,6,10,0,10,0,0,0
57222515,82,39,43,28,16,12,36,18,18,11,5,6,7,0,7,0,0,0
57222516,44,23,21,13,9,4,24,12,12,3,2,1,4,0,4,0,0,0
57224101,62,34,28,22,14,8,29,15,14,7,4,3,4,1,3,0,0,0
57224102,50,25,25,19,12,7,19,10,9,3,2,1,9,1,8,0,0,0
57224103,110,53,57,43,22,21,53,26,27,9,3,6,4,1,3,1,1,0
57224104,41,21,20,18,13,5,14,7,7,5,1,4,4,0,4,0,0,0
57224105,226,113,113,87,45,42,115,58,57,17,7,10,7,3,4,0,0,0
57224107,69,38,31,22,15,7,29,15,14,8,4,4,10,4,6,0,0,0
57224109,3675,1769,1906,1497,819,678,1381,685,696,456,202,254,330,59,271,9,4,5
57224110,152,81,71,71,44,27,66,32,34,11,5,6,4,0,4,0,0,0
57224111,62,31,31,29,14,15,27,14,13,2,2,0,3,0,3,1,1,0
57224113,176,93,83,70,39,31,84,44,40,13,10,3,9,0,9,0,0,0
57224114,107,55,52,41,24,17,55,28,27,5,1,4,6,2,4,0,0,0
57224115,177,91,86,76,43,33,74,38,36,11,7,4,16,3,13,0,0,0
57224116,129,61,68,45,22,23,70,35,35,8,3,5,6,1,5,0,0,0
57226801,99,48,51,39,18,21,48,25,23,7,4,3,5,1,4,0,0,0
57226802,46,23,23,13,5,8,16,8,8,12,8,4,5,2,3,0,0,0
57226803,46,24,22,18,11,7,27,13,14,0,0,0,1,0,1,0,0,0
57226804,3037,1528,1509,1237,717,520,1253,629,624,330,139,191,214,40,174,3,3,0
57226805,490,247,243,202,108,94,224,111,113,41,22,19,22,5,17,1,1,0
57226806,251,125,126,92,52,40,112,56,56,25,12,13,21,5,16,1,0,1
57381701,131,63,68,55,27,28,58,30,28,9,4,5,9,2,7,0,0,0
57227601,54,28,26,29,18,11,12,6,6,6,4,2,7,0,7,0,0,0
57227602,388,198,190,170,90,80,185,93,92,17,10,7,15,4,11,1,1,0
57227603,581,291,290,286,153,133,240,119,121,40,14,26,14,4,10,1,1,0
54789101,364,177,187,140,69,71,184,91,93,19,12,7,21,5,16,0,0,0
57231401,58,29,29,21,11,10,24,12,12,9,5,4,4,1,3,0,0,0
57231402,103,52,51,31,19,12,41,21,20,18,10,8,13,2,11,0,0,0
57232201,36,16,20,14,7,7,13,6,7,3,1,2,6,2,4,0,0,0
57232202,371,188,183,146,82,64,172,85,87,22,13,9,31,8,23,0,0,0
57232203,44,27,17,15,12,3,25,13,12,2,2,0,2,0,2,0,0,0
57233101,48,22,26,18,10,8,25,12,13,3,0,3,2,0,2,0,0,0
57233102,373,199,174,146,90,56,171,85,86,30,18,12,26,6,20,0,0,0
57234902,883,442,441,365,201,164,365,182,183,75,43,32,77,15,62,1,1,0
57238101,125,69,56,63,37,26,40,21,19,17,11,6,5,0,5,0,0,0
57238102,77,36,41,27,14,13,35,18,17,3,3,0,12,1,11,0,0,0
57238104,67,30,37,28,14,14,21,10,11,14,5,9,4,1,3,0,0,0
57238105,47,27,20,22,15,7,21,11,10,1,0,1,3,1,2,0,0,0
1680762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57239001,23,9,14,6,3,3,10,5,5,3,1,2,4,0,4,0,0,0
57239002,30,16,14,12,6,6,14,8,6,3,2,1,1,0,1,0,0,0
57239004,94,47,47,43,25,18,33,16,17,9,4,5,8,2,6,0,0,0
57239005,772,387,385,307,170,137,365,179,186,61,33,28,39,5,34,0,0,0
57240301,180,93,87,74,44,30,72,37,35,17,10,7,17,2,15,0,0,0
3388770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57241101,66,31,35,23,11,12,29,15,14,9,5,4,5,0,5,0,0,0
57241103,99,55,44,31,24,7,56,27,29,5,3,2,7,1,6,0,0,0
57241104,30,18,12,8,6,2,16,8,8,5,4,1,1,0,1,0,0,0
57241105,70,34,36,27,16,11,29,14,15,3,3,0,10,1,9,1,0,1
57241107,2506,1245,1261,936,526,410,1070,540,530,298,124,174,181,43,138,21,12,9
57241109,133,71,62,47,31,16,66,35,31,11,2,9,9,3,6,0,0,0
50492101,299,152,147,110,61,49,143,73,70,21,11,10,25,7,18,0,0,0
57242001,614,306,308,266,143,123,261,131,130,45,24,21,41,7,34,1,1,0
53069701,94,52,42,34,23,11,49,25,24,5,4,1,6,0,6,0,0,0
53069702,46,23,23,25,13,12,16,8,8,3,2,1,2,0,2,0,0,0
57244601,460,224,236,185,101,84,197,96,101,40,20,20,37,7,30,1,0,1
57245402,40,19,21,16,6,10,15,7,8,7,5,2,2,1,1,0,0,0
57245403,271,137,134,108,55,53,102,53,49,39,24,15,19,3,16,3,2,1
57246201,59,31,28,20,10,10,29,16,13,7,4,3,3,1,2,0,0,0
57246202,63,31,32,24,16,8,28,13,15,6,2,4,5,0,5,0,0,0
57246203,37,20,17,10,7,3,22,11,11,4,2,2,1,0,1,0,0,0
57246204,280,142,138,111,57,54,117,61,56,29,20,9,23,4,19,0,0,0
57246206,37,18,19,18,12,6,12,6,6,3,0,3,4,0,4,0,0,0
57246207,54,27,27,21,13,8,22,11,11,8,3,5,3,0,3,0,0,0
57247101,287,141,146,117,65,52,122,60,62,26,12,14,22,4,18,0,0,0
57249701,94,51,43,39,25,14,30,15,15,18,10,8,7,1,6,0,0,0
57249702,355,172,183,149,82,67,147,73,74,31,13,18,27,4,23,1,0,1
57250101,364,191,173,135,82,53,168,86,82,31,17,14,29,6,23,1,0,1
57250102,26,11,15,12,4,8,12,7,5,1,0,1,1,0,1,0,0,0
57252701,26,15,11,9,7,2,16,8,8,0,0,0,1,0,1,0,0,0
57252702,196,88,108,66,32,34,84,43,41,18,10,8,27,2,25,1,1,0
57253502,49,23,26,18,10,8,21,10,11,5,3,2,5,0,5,0,0,0
57253503,37,19,18,10,6,4,21,10,11,5,3,2,1,0,1,0,0,0
57253504,268,136,132,104,60,44,122,62,60,23,11,12,19,3,16,0,0,0
57254301,24,13,11,7,4,3,15,8,7,1,1,0,1,0,1,0,0,0
57254302,30,16,14,10,6,4,17,8,9,3,2,1,0,0,0,0,0,0
57254303,95,46,49,33,16,17,39,21,18,9,6,3,14,3,11,0,0,0
57255101,74,39,35,24,16,8,33,17,16,7,5,2,9,1,8,1,0,1
57255102,139,67,72,46,22,24,68,34,34,10,7,3,15,4,11,0,0,0
57255103,347,178,169,140,81,59,159,80,79,25,9,16,21,8,13,0,0,0
57255105,46,22,24,17,8,9,24,12,12,1,0,1,4,2,2,0,0,0
57255106,31,18,13,11,9,2,13,7,6,4,1,3,3,1,2,0,0,0
57255109,35,21,14,15,12,3,8,4,4,6,3,3,6,2,4,0,0,0
54784101,65,33,32,25,11,14,36,18,18,1,1,0,3,3,0,0,0,0
54784102,151,71,80,55,25,30,70,35,35,14,8,6,12,3,9,0,0,0
57257802,1025,531,494,401,231,170,459,231,228,80,46,34,83,22,61,2,1,1
54785901,96,52,44,32,18,14,36,18,18,18,12,6,9,3,6,1,1,0
57387601,265,127,138,101,51,50,131,65,66,21,8,13,12,3,9,0,0,0
57409102,140,68,72,49,22,27,61,32,29,18,11,7,11,3,8,1,0,1
57264101,30,17,13,11,7,4,9,5,4,8,5,3,2,0,2,0,0,0
57264103,234,123,111,84,52,32,115,57,58,18,12,6,15,1,14,2,1,1
57472401,289,143,146,121,62,59,134,69,65,19,10,9,14,1,13,1,1,0
57474101,342,175,167,141,84,57,152,75,77,25,11,14,22,3,19,0,0,0
57478301,286,137,149,109,56,53,124,62,62,37,19,18,16,0,16,0,0,0
57479101,40,22,18,12,9,3,19,9,10,4,3,1,5,1,4,0,0,0
57479102,187,91,96,67,36,31,87,43,44,14,8,6,18,3,15,1,1,0
57480501,1028,525,503,442,252,190,423,211,212,106,50,56,56,11,45,1,1,0
57480502,49,24,25,20,13,7,17,8,9,7,2,5,5,1,4,0,0,0
57481301,240,118,122,84,44,40,124,61,63,17,9,8,14,3,11,1,1,0
57482101,88,40,48,39,16,23,28,14,14,15,9,6,6,1,5,0,0,0
57483001,252,119,133,105,53,52,114,58,56,15,8,7,18,0,18,0,0,0
57483002,130,63,67,59,25,34,62,32,30,2,2,0,7,4,3,0,0,0
57484801,261,133,128,114,60,54,112,58,54,27,14,13,8,1,7,0,0,0
57484802,124,61,63,57,30,27,55,27,28,5,0,5,7,4,3,0,0,0
57484803,838,433,405,365,208,157,372,186,186,62,29,33,39,10,29,0,0,0
57484804,94,44,50,32,16,16,50,25,25,6,2,4,6,1,5,0,0,0
57484805,212,105,107,104,50,54,93,47,46,13,7,6,2,1,1,0,0,0
57484806,157,81,76,59,36,23,71,35,36,17,9,8,10,1,9,0,0,0
57279901,221,110,111,113,64,49,81,40,41,12,5,7,14,0,14,1,1,0
0195770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57485602,67,38,29,27,17,10,27,15,12,7,5,2,5,0,5,1,1,0
57485603,1118,556,562,428,223,205,523,261,262,101,55,46,62,15,47,2,2,0
57486401,448,234,214,196,115,81,187,93,94,39,21,18,24,4,20,2,1,1
57289601,688,342,346,310,167,143,287,144,143,68,27,41,22,4,18,0,0,0
57489901,1698,885,813,731,423,308,641,336,305,214,101,113,104,18,86,8,7,1
57489902,95,53,42,42,25,17,39,20,19,8,7,1,6,1,5,0,0,0
57489903,25,14,11,10,8,2,11,6,5,2,0,2,1,0,1,1,0,1
57489904,178,94,84,77,45,32,81,42,39,8,4,4,12,3,9,0,0,0
57489905,173,91,82,91,49,42,73,39,34,8,3,5,1,0,1,0,0,0
57489906,42,24,18,18,11,7,15,9,6,6,4,2,3,0,3,0,0,0
57490201,395,205,190,178,108,70,163,81,82,33,14,19,19,1,18,2,1,1
57491101,879,423,456,340,179,161,376,188,188,113,51,62,50,5,45,0,0,0
57491102,610,307,303,273,155,118,250,126,124,50,19,31,37,7,30,0,0,0
57491103,214,108,106,90,47,43,96,49,47,20,12,8,8,0,8,0,0,0
57491104,290,150,140,129,72,57,110,55,55,35,20,15,16,3,13,0,0,0
57492901,982,475,507,410,223,187,450,222,228,71,25,46,50,5,45,1,0,1
57495301,588,291,297,263,135,128,253,127,126,40,23,17,31,5,26,1,1,0
57297701,318,151,167,125,58,67,152,75,77,21,12,9,20,6,14,0,0,0
57496101,265,131,134,102,53,49,103,52,51,32,19,13,27,7,20,1,0,1
3124360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57498802,1193,594,599,479,258,221,494,248,246,126,65,61,86,17,69,7,6,1
57498803,128,62,66,45,24,21,61,30,31,10,4,6,12,4,8,0,0,0
57498804,253,121,132,99,54,45,112,56,56,22,8,14,20,3,17,0,0,0
57498805,95,53,42,38,24,14,42,21,21,12,7,5,3,1,2,0,0,0
57498806,487,239,248,170,96,74,237,119,118,36,19,17,43,5,38,1,0,1
57498807,180,91,89,81,49,32,69,35,34,15,5,10,15,2,13,0,0,0
57498808,1793,876,917,728,424,304,689,345,344,206,89,117,166,18,148,0,0,0
57498809,2306,1093,1213,968,534,434,791,392,399,269,101,168,262,55,207,16,11,5
57498810,31,17,14,14,9,5,9,5,4,7,3,4,1,0,1,0,0,0
57498811,36,17,19,9,5,4,24,12,12,1,0,1,2,0,2,0,0,0
57498812,188,102,86,68,43,25,101,51,50,8,5,3,11,3,8,0,0,0
57498813,55,31,24,24,15,9,20,10,10,3,2,1,5,2,3,3,2,1
57301901,62,31,31,20,10,10,31,17,14,8,3,5,3,1,2,0,0,0
57499601,139,75,64,65,40,25,54,28,26,15,6,9,5,1,4,0,0,0
57499602,1898,941,957,749,421,328,793,397,396,207,97,110,143,24,119,4,2,2
57501101,1023,522,501,415,243,172,478,241,237,78,31,47,52,7,45,0,0,0
3313500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57504601,230,105,125,96,43,53,95,47,48,23,12,11,16,3,13,0,0,0
57505402,1116,540,576,457,249,208,456,228,228,132,50,82,68,12,56,3,1,2
57505404,58,32,26,18,11,7,22,12,10,14,8,6,4,1,3,0,0,0
57506201,359,186,173,150,88,62,163,81,82,29,15,14,17,2,15,0,0,0
57276401,108,50,58,43,20,23,47,24,23,13,5,8,5,1,4,0,0,0
3308410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57507101,118,57,61,58,30,28,44,22,22,10,4,6,6,1,5,0,0,0
57507102,2666,1306,1360,1092,601,491,987,495,492,380,174,206,198,29,169,7,5,2
57507103,22,10,12,10,5,5,10,5,5,2,0,2,0,0,0,0,0,0
57508901,727,376,351,291,166,125,326,172,154,64,30,34,45,7,38,1,1,0
57509701,207,104,103,90,52,38,90,45,45,14,5,9,13,2,11,0,0,0
57510101,150,75,75,62,37,25,56,28,28,18,9,9,14,1,13,0,0,0
57510102,94,49,45,34,21,13,43,21,22,10,6,4,7,1,6,0,0,0
57510103,79,40,39,25,14,11,35,17,18,17,9,8,2,0,2,0,0,0
57511901,219,103,116,94,46,48,87,43,44,24,10,14,13,3,10,1,1,0
57512701,136,72,64,62,39,23,51,25,26,13,6,7,10,2,8,0,0,0
57512702,27,14,13,5,3,2,16,8,8,4,3,1,2,0,2,0,0,0
57513501,237,125,112,97,56,41,113,57,56,13,8,5,13,3,10,1,1,0
57514301,388,201,187,171,97,74,155,78,77,34,18,16,26,7,19,2,1,1
57515101,125,58,67,44,21,23,62,31,31,8,3,5,11,3,8,0,0,0
57515102,72,40,32,35,21,14,32,17,15,3,1,2,2,1,1,0,0,0
57517801,117,61,56,39,24,15,51,25,26,14,8,6,13,4,9,0,0,0
57517802,337,162,175,133,66,67,134,68,66,43,25,18,26,3,23,1,0,1
57517803,108,58,50,41,24,17,45,23,22,13,8,5,8,3,5,1,0,1
57517804,59,24,35,18,8,10,28,14,14,7,2,5,6,0,6,0,0,0
57519401,430,226,204,165,98,67,194,99,95,44,23,21,26,6,20,1,0,1
57523201,547,283,264,239,133,106,232,115,117,42,24,18,34,11,23,0,0,0
57286101,226,124,102,83,49,34,98,51,47,27,19,8,18,5,13,0,0,0
57351501,345,190,155,138,81,57,152,81,71,38,25,13,16,2,14,1,1,0
57525901,237,112,125,97,47,50,101,50,51,27,12,15,10,3,7,0,0,0
57284501,136,73,63,52,30,22,60,31,29,14,9,5,9,2,7,1,1,0
57476701,3407,1695,1712,1348,733,615,1412,709,703,438,200,238,203,47,156,4,4,0
57530501,647,333,314,278,159,119,280,144,136,53,19,34,36,11,25,0,0,0
57531301,344,172,172,129,77,52,146,72,74,39,21,18,30,2,28,0,0,0
57531302,73,41,32,26,19,7,32,15,17,8,2,6,4,2,2,1,1,0
57533002,58,32,26,18,12,6,26,13,13,10,4,6,4,3,1,0,0,0
57533003,103,55,48,35,18,17,47,23,24,13,10,3,8,4,4,0,0,0
57280201,124,60,64,52,27,25,53,27,26,4,3,1,12,2,10,3,1,2
57537201,260,137,123,116,68,48,113,58,55,19,9,10,12,2,10,0,0,0
57537202,42,21,21,12,7,5,22,10,12,6,3,3,2,1,1,0,0,0
57537203,1008,493,515,419,219,200,451,226,225,83,37,46,52,11,41,1,0,1
57537204,35,21,14,17,12,5,18,9,9,0,0,0,0,0,0,0,0,0
57538101,178,84,94,62,29,33,92,45,47,12,7,5,12,3,9,0,0,0
57303501,83,40,43,23,12,11,38,19,19,12,8,4,10,1,9,0,0,0
57539901,56,29,27,30,17,13,14,8,6,8,3,5,4,1,3,0,0,0
57539902,95,51,44,29,20,9,50,26,24,8,4,4,8,1,7,0,0,0
57539903,1103,527,576,394,224,170,459,230,229,125,55,70,123,16,107,0,0,0
57539904,148,69,79,61,26,35,64,32,32,19,10,9,4,1,3,0,0,0
57539905,231,118,113,86,50,36,106,54,52,23,10,13,15,3,12,1,1,0
57539906,130,65,65,40,21,19,57,29,28,20,12,8,13,3,10,0,0,0
57539907,21,11,10,10,6,4,10,5,5,0,0,0,1,0,1,0,0,0
57287001,581,296,285,270,144,126,245,122,123,54,27,27,9,1,8,1,0,1
57287002,180,101,79,80,52,28,82,41,41,12,8,4,6,0,6,0,0,0
57307801,76,41,35,25,18,7,23,11,12,26,12,14,2,0,2,0,0,0
57307802,90,43,47,33,13,20,48,24,24,8,6,2,1,0,1,0,0,0
3309490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57542901,2195,1082,1113,988,532,456,827,417,410,259,114,145,117,15,102,2,2,0
57542902,591,293,298,258,130,128,266,134,132,40,24,16,24,3,21,3,2,1
57543701,67,33,34,31,17,14,29,15,14,3,1,2,4,0,4,0,0,0
57543702,1028,511,517,407,219,188,467,234,233,86,45,41,66,12,54,2,1,1
57544501,724,361,363,278,162,116,328,165,163,54,28,26,62,6,56,2,0,2
57544502,168,88,80,64,36,28,74,39,35,14,10,4,14,2,12,2,1,1
1179010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57471601,1471,997,474,804,572,232,240,132,108,380,280,100,45,12,33,2,1,1
57471602,85,38,47,32,13,19,40,19,21,12,5,7,1,1,0,0,0,0
57471603,26,12,14,9,3,6,16,8,8,0,0,0,1,1,0,0,0,0
57471604,251,130,121,117,66,51,87,41,46,29,14,15,13,5,8,1,1,0
57471605,227,109,118,96,46,50,98,48,50,23,11,12,9,3,6,1,1,0
57471606,1246,606,640,590,318,272,406,205,201,156,64,92,88,15,73,6,4,2
57471607,2324,1121,1203,961,514,447,874,436,438,308,135,173,174,30,144,6,5,1
57471608,2402,1126,1276,1102,609,493,708,355,353,305,108,197,268,45,223,17,9,8
57471610,20,12,8,12,9,3,4,2,2,3,0,3,1,1,0,0,0,0
57471612,5980,2992,2988,2720,1533,1187,1975,999,976,887,357,530,362,82,280,33,18,15
57471613,2453,1180,1273,983,537,446,928,470,458,363,138,225,169,30,139,10,5,5
57471614,4443,2210,2233,2048,1142,906,1473,757,716,579,216,363,267,44,223,73,50,23
3223690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55512601,30,20,10,7,5,2,16,9,7,4,4,0,2,2,0,1,0,1
55512602,302,145,157,121,64,57,135,65,70,22,13,9,24,3,21,0,0,0
