kod_nadzsj_d,Obyvatelstvo celkem,Obyvatelstvo celkem - muži,Obyvatelstvo celkem - ženy,Obyvatelstvo - rodinný stav: svobodní  - celkem,Obyvatelstvo - rodinný stav: svobodní  - muži,Obyvatelstvo - rodinný stav: svobodní  - ženy,"Obyvatelstvo - rodinný stav: ženatí, vdané - celkem","Obyvatelstvo - rodinný stav: ženatí, vdané - muži","Obyvatelstvo - rodinný stav: ženatí, vdané - ženy",Obyvatelstvo - rodinný stav: rozvedení - celkem,Obyvatelstvo - rodinný stav: rozvedení - muži,Obyvatelstvo - rodinný stav: rozvedení - ženy,Obyvatelstvo - rodinný stav: ovdovělí - celkem,Obyvatelstvo - rodinný stav: ovdovělí - muži,Obyvatelstvo - rodinný stav: ovdovělí - ženy,Obyvatelstvo - rodinný stav: nezjištěno - celkem,Obyvatelstvo - rodinný stav: nezjištěno - muži,Obyvatelstvo - rodinný stav: nezjištěno - ženy
55181301,190,94,96,65,36,29,84,42,42,19,12,7,22,4,18,0,0,0
55176701,736,378,358,297,166,131,321,159,162,80,47,33,38,6,32,0,0,0
55176702,107,53,54,32,16,16,46,25,21,13,7,6,16,5,11,0,0,0
59787201,92,54,38,54,36,18,29,13,16,8,4,4,1,1,0,0,0,0
59787202,102,53,49,38,20,18,43,22,21,14,9,5,7,2,5,0,0,0
59787203,62,32,30,24,13,11,27,14,13,11,5,6,0,0,0,0,0,0
59787204,60,31,29,20,15,5,29,15,14,5,1,4,6,0,6,0,0,0
59787205,1024,511,513,458,257,201,353,178,175,119,63,56,92,13,79,2,0,2
59788101,507,257,250,215,126,89,216,108,108,47,21,26,29,2,27,0,0,0
59789901,22,11,11,10,6,4,6,3,3,2,1,1,4,1,3,0,0,0
59789902,38,20,18,12,5,7,19,10,9,5,3,2,2,2,0,0,0,0
59789903,109,57,52,30,15,15,58,30,28,13,9,4,8,3,5,0,0,0
59789904,359,188,171,177,101,76,116,58,58,43,24,19,22,4,18,1,1,0
59791102,145,73,72,51,32,19,64,32,32,11,7,4,19,2,17,0,0,0
59791103,709,383,326,307,187,120,264,132,132,86,44,42,52,20,32,0,0,0
55182101,22,12,10,6,3,3,13,7,6,1,1,0,2,1,1,0,0,0
55182102,78,43,35,29,19,10,29,14,15,13,7,6,7,3,4,0,0,0
55182104,127,65,62,46,25,21,53,27,26,15,10,5,12,2,10,1,1,0
59793701,928,470,458,354,200,154,418,210,208,95,53,42,59,6,53,2,1,1
59794501,140,77,63,61,37,24,57,30,27,16,9,7,6,1,5,0,0,0
59794503,327,166,161,186,100,86,85,41,44,33,19,14,22,5,17,1,1,0
55178301,235,125,110,100,62,38,92,46,46,30,15,15,13,2,11,0,0,0
55169401,316,171,145,121,80,41,127,64,63,33,20,13,34,6,28,1,1,0
59796102,703,346,357,262,154,108,281,142,139,78,38,40,80,12,68,2,0,2
59796103,25,14,11,9,4,5,11,6,5,4,3,1,1,1,0,0,0,0
59796104,3680,1801,1879,1524,863,661,1276,639,637,523,229,294,342,64,278,11,6,5
59796105,332,170,162,121,72,49,155,78,77,31,17,14,25,3,22,0,0,0
59797001,55,26,29,19,12,7,20,10,10,8,4,4,8,0,8,0,0,0
59797002,79,44,35,27,18,9,32,17,15,11,7,4,9,2,7,0,0,0
59797003,133,70,63,73,42,31,36,21,15,11,4,7,12,2,10,1,1,0
59798801,568,279,289,231,123,108,231,117,114,66,38,28,39,1,38,1,0,1
59798802,528,276,252,221,130,91,220,110,110,52,26,26,34,9,25,1,1,0
59801101,117,61,56,36,25,11,64,32,32,7,3,4,10,1,9,0,0,0
59801102,1733,874,859,698,388,310,724,363,361,186,96,90,122,25,97,3,2,1
59801103,728,353,375,285,158,127,308,154,154,70,33,37,61,7,54,2,1,1
59801104,165,85,80,67,36,31,68,34,34,16,9,7,12,5,7,2,1,1
59801105,1139,580,559,432,251,181,509,254,255,119,56,63,76,17,59,1,0,1
59802001,143,75,68,56,34,22,62,31,31,12,8,4,13,2,11,0,0,0
59802002,43,20,23,18,8,10,17,9,8,3,3,0,5,0,5,0,0,0
59802003,56,32,24,17,13,4,25,14,11,8,4,4,5,0,5,1,1,0
51163301,449,226,223,175,98,77,218,110,108,34,13,21,21,4,17,1,1,0
59803801,4111,1992,2119,1622,874,748,1802,901,901,369,163,206,312,51,261,6,3,3
59804601,151,79,72,56,34,22,73,37,36,10,6,4,12,2,10,0,0,0
59804602,26,14,12,10,6,4,14,7,7,2,1,1,0,0,0,0,0,0
59804603,806,415,391,357,211,146,330,166,164,64,32,32,55,6,49,0,0,0
51193501,49,26,23,23,14,9,19,10,9,3,2,1,4,0,4,0,0,0
51193502,1276,651,625,558,329,229,558,277,281,58,27,31,99,15,84,3,3,0
59806201,4102,1988,2114,1609,887,722,1872,925,947,302,131,171,304,35,269,15,10,5
59806202,863,411,452,318,177,141,400,201,199,64,22,42,80,11,69,1,0,1
59806203,210,103,107,72,39,33,94,47,47,31,16,15,13,1,12,0,0,0
59807101,124,62,62,35,23,12,63,31,32,17,7,10,8,1,7,1,0,1
59807102,563,276,287,195,108,87,249,127,122,78,36,42,39,4,35,2,1,1
59807103,37,23,14,22,15,7,6,3,3,8,5,3,1,0,1,0,0,0
59807104,2247,1130,1117,975,533,442,879,451,428,242,123,119,146,21,125,5,2,3
59808901,3049,1528,1521,1158,658,500,1383,698,685,273,131,142,227,37,190,7,4,3
55254201,92,45,47,39,23,16,42,21,21,4,0,4,7,1,6,0,0,0
55254202,152,76,76,56,29,27,74,38,36,10,7,3,12,2,10,0,0,0
55254203,250,123,127,108,56,52,119,59,60,9,4,5,14,4,10,0,0,0
55254204,746,366,380,293,154,139,366,184,182,49,21,28,36,6,30,2,1,1
55254205,64,30,34,24,10,14,32,16,16,3,3,0,5,1,4,0,0,0
59810101,332,157,175,119,64,55,139,70,69,41,18,23,30,4,26,3,1,2
59810102,830,424,406,321,180,141,412,208,204,54,29,25,41,6,35,2,1,1
59810103,231,114,117,90,46,44,106,54,52,23,11,12,12,3,9,0,0,0
51195101,239,117,122,100,51,49,105,54,51,19,9,10,15,3,12,0,0,0
51195102,65,31,34,18,7,11,36,18,18,7,5,2,4,1,3,0,0,0
51195103,451,227,224,181,100,81,207,105,102,35,18,17,27,4,23,1,0,1
51195104,131,70,61,56,34,22,56,28,28,7,3,4,12,5,7,0,0,0
55260701,371,183,188,163,90,73,157,79,78,33,13,20,17,1,16,1,0,1
59813501,2241,1109,1132,854,478,376,1031,518,513,191,86,105,161,26,135,2,1,1
59813502,51,23,28,21,8,13,25,13,12,2,1,1,3,1,2,0,0,0
0350410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59800301,1584,1057,527,878,643,235,292,152,140,353,246,107,56,13,43,2,2,0
59800302,7811,3735,4076,3332,1778,1554,2815,1400,1415,1133,452,681,505,88,417,24,15,9
59800303,3207,1593,1614,1470,819,651,1070,533,537,473,202,271,189,37,152,5,2,3
59800304,459,248,211,207,124,83,185,92,93,51,28,23,16,4,12,0,0,0
59800305,3697,1761,1936,1595,870,725,1129,566,563,588,261,327,378,62,316,5,2,3
59800306,7996,3877,4119,3495,1907,1588,2776,1383,1393,1322,504,818,384,72,312,14,8,6
59800307,212,109,103,92,49,43,80,44,36,30,15,15,10,1,9,0,0,0
59800308,370,199,171,161,97,64,159,79,80,38,19,19,12,4,8,0,0,0
59800310,1135,540,595,420,215,205,518,256,262,114,48,66,79,18,61,4,3,1
59800311,92,50,42,38,21,17,43,22,21,9,5,4,2,2,0,0,0,0
59800312,837,422,415,300,167,133,426,214,212,68,33,35,42,7,35,1,1,0
59800313,129,53,76,58,28,30,34,18,16,11,5,6,19,1,18,7,1,6
59800314,33,16,17,22,13,9,7,3,4,4,0,4,0,0,0,0,0,0
59800315,638,326,312,248,141,107,296,149,147,58,27,31,36,9,27,0,0,0
59800316,808,406,402,308,182,126,392,195,197,56,22,34,49,7,42,1,0,1
59800317,1544,786,758,603,329,274,752,377,375,116,54,62,69,23,46,4,3,1
59800318,331,161,170,135,71,64,130,65,65,31,18,13,35,7,28,0,0,0
59800319,289,137,152,115,56,59,133,67,66,23,9,14,18,5,13,0,0,0
59800320,985,481,504,386,208,178,457,228,229,82,34,48,60,11,49,0,0,0
59800321,25,12,13,8,4,4,10,5,5,5,2,3,2,1,1,0,0,0
59800322,60,28,32,29,13,16,27,14,13,3,1,2,1,0,1,0,0,0
59800323,475,245,230,183,111,72,206,105,101,63,27,36,23,2,21,0,0,0
59800324,276,133,143,106,58,48,120,60,60,26,11,15,24,4,20,0,0,0
59800325,252,119,133,136,62,74,80,40,40,25,11,14,11,6,5,0,0,0
59800326,476,244,232,211,123,88,173,85,88,64,31,33,27,4,23,1,1,0
59800327,211,112,99,107,57,50,63,34,29,32,20,12,9,1,8,0,0,0
59800328,2737,1245,1492,1107,582,525,855,420,435,494,197,297,277,44,233,3,2,1
59800329,4385,2129,2256,1938,1060,878,1246,621,625,853,377,476,329,59,270,16,10,6
59800330,296,145,151,120,66,54,129,66,63,25,11,14,21,1,20,1,1,0
59800331,167,84,83,74,40,34,72,36,36,11,7,4,10,1,9,0,0,0
59800332,467,219,248,148,77,71,233,118,115,36,12,24,49,12,37,1,0,1
59800333,4993,2352,2641,2247,1201,1046,1531,763,768,814,319,495,386,62,324,9,7,2
59800334,1122,572,550,446,264,182,452,223,229,123,67,56,96,14,82,5,4,1
59800335,27,18,9,12,8,4,12,7,5,2,2,0,1,1,0,0,0,0
59800336,4691,2115,2576,1986,1036,950,1481,740,741,696,258,438,514,76,438,12,5,7
59800337,881,417,464,282,157,125,381,189,192,121,58,63,97,13,84,0,0,0
59814301,545,259,286,217,104,113,247,124,123,48,27,21,31,2,29,2,2,0
59814302,111,55,56,41,23,18,58,29,29,5,3,2,7,0,7,0,0,0
59814303,1287,637,650,476,268,208,583,291,292,132,60,72,95,17,78,1,1,0
59814304,1633,808,825,627,347,280,750,372,378,149,74,75,105,13,92,2,2,0
59814305,429,217,212,161,94,67,196,98,98,47,19,28,22,4,18,3,2,1
59814306,2492,1195,1297,1051,603,448,837,412,425,380,144,236,215,33,182,7,3,4
59814307,2073,915,1158,824,416,408,751,368,383,279,96,183,207,31,176,10,4,6
59814308,441,216,225,176,89,87,184,93,91,49,27,22,30,6,24,2,1,1
59814309,632,296,336,247,129,118,281,139,142,60,25,35,44,3,41,0,0,0
59814310,27,15,12,16,11,5,6,3,3,3,0,3,2,1,1,0,0,0
59814311,119,61,58,48,29,19,45,23,22,17,9,8,9,0,9,0,0,0
59816001,1439,692,747,515,278,237,663,333,330,124,62,62,134,17,117,1,0,1
51219201,155,81,74,69,41,28,65,32,33,10,6,4,9,2,7,0,0,0
51219202,465,229,236,203,107,96,218,109,109,24,11,13,20,2,18,0,0,0
51219203,103,53,50,45,26,19,49,25,24,4,1,3,5,1,4,0,0,0
51219204,255,133,122,106,59,47,105,53,52,31,16,15,13,5,8,0,0,0
51198601,228,124,104,88,60,28,99,52,47,22,11,11,19,1,18,0,0,0
51198602,101,58,43,46,34,12,28,14,14,15,8,7,10,0,10,2,2,0
55263101,207,100,107,82,40,42,92,47,45,27,13,14,6,0,6,0,0,0
55263102,448,227,221,196,113,83,193,96,97,36,16,20,21,2,19,0,0,0
51217601,1734,862,872,681,381,300,808,402,406,127,56,71,113,21,92,5,2,3
51217602,60,28,32,22,10,12,32,16,16,4,2,2,2,0,2,0,0,0
59823202,22,11,11,7,4,3,11,6,5,1,1,0,1,0,1,2,0,2
59823203,194,102,92,75,44,31,83,41,42,20,15,5,16,2,14,0,0,0
59869101,519,269,250,203,123,80,240,120,120,31,16,15,45,10,35,0,0,0
59869102,67,31,36,26,12,14,36,17,19,4,2,2,1,0,1,0,0,0
59869103,205,106,99,85,53,32,83,41,42,18,6,12,19,6,13,0,0,0
59869104,542,276,266,209,116,93,253,128,125,51,28,23,29,4,25,0,0,0
59869105,683,335,348,279,150,129,294,146,148,55,28,27,55,11,44,0,0,0
59869106,89,43,46,35,19,16,41,21,20,9,3,6,4,0,4,0,0,0
59825901,156,79,77,54,30,24,82,42,40,7,4,3,13,3,10,0,0,0
59825902,480,191,289,177,84,93,172,86,86,32,11,21,95,8,87,4,2,2
59825903,304,152,152,119,73,46,135,69,66,25,9,16,23,1,22,0,0,0
59825904,236,105,131,88,44,44,99,50,49,25,10,15,23,1,22,1,0,1
59825905,238,122,116,100,55,45,110,57,53,18,8,10,9,2,7,1,0,1
59825906,2952,1413,1539,1172,645,527,1181,589,592,331,135,196,260,38,222,8,6,2
59825907,236,126,110,99,60,39,108,54,54,15,10,5,14,2,12,0,0,0
59825908,173,86,87,65,39,26,77,38,39,12,4,8,19,5,14,0,0,0
59825909,532,270,262,209,118,91,256,129,127,26,17,9,40,5,35,1,1,0
50742301,468,236,232,179,95,84,215,110,105,44,24,20,30,7,23,0,0,0
50742302,76,37,39,29,17,12,38,19,19,3,0,3,6,1,5,0,0,0
50742303,1360,672,688,566,303,263,585,294,291,109,57,52,94,15,79,4,3,1
59827501,338,165,173,133,68,65,171,85,86,20,10,10,14,2,12,0,0,0
50723701,1215,608,607,478,279,199,520,258,262,93,46,47,123,24,99,1,1,0
50723702,235,119,116,100,51,49,110,57,53,18,8,10,6,2,4,1,1,0
50723703,71,36,35,26,14,12,36,20,16,5,2,3,4,0,4,0,0,0
50745801,73,37,36,29,17,12,33,16,17,6,2,4,5,2,3,0,0,0
50745802,270,145,125,105,66,39,126,64,62,19,11,8,20,4,16,0,0,0
59832101,44,21,23,23,9,14,19,10,9,1,1,0,1,1,0,0,0,0
59832102,126,62,64,57,32,25,46,23,23,17,7,10,6,0,6,0,0,0
59832103,29,12,17,12,5,7,8,4,4,7,3,4,2,0,2,0,0,0
59832104,43,25,18,18,12,6,15,7,8,5,3,2,5,3,2,0,0,0
59832105,2519,1242,1277,999,551,448,1154,577,577,164,74,90,197,37,160,5,3,2
59832106,224,110,114,95,53,42,89,44,45,23,10,13,17,3,14,0,0,0
54967301,228,117,111,86,48,38,107,57,50,16,6,10,17,5,12,2,1,1
54967302,106,54,52,41,19,22,45,24,21,12,9,3,8,2,6,0,0,0
54967303,47,27,20,21,16,5,15,7,8,6,4,2,5,0,5,0,0,0
54967304,51,24,27,20,9,11,21,10,11,5,4,1,5,1,4,0,0,0
54967305,216,101,115,84,40,44,96,47,49,20,11,9,16,3,13,0,0,0
59834801,2289,1105,1184,855,456,399,1097,552,545,181,70,111,154,27,127,2,0,2
59835601,1013,519,494,414,227,187,440,222,218,93,50,43,65,20,45,1,0,1
59835602,358,179,179,138,82,56,158,80,78,36,12,24,26,5,21,0,0,0
59835603,514,256,258,194,108,86,224,116,108,60,26,34,34,5,29,2,1,1
59835604,86,41,45,29,16,13,38,17,21,14,7,7,5,1,4,0,0,0
59835605,350,168,182,140,67,73,153,75,78,41,25,16,16,1,15,0,0,0
59836401,543,266,277,220,119,101,251,124,127,39,18,21,33,5,28,0,0,0
59839901,1305,663,642,519,300,219,580,290,290,118,58,60,82,13,69,4,2,2
59839902,172,88,84,72,43,29,68,34,34,18,11,7,14,0,14,0,0,0
55259301,97,46,51,37,18,19,47,24,23,7,4,3,6,0,6,0,0,0
55259302,173,94,79,58,36,22,84,44,40,23,12,11,5,0,5,1,0,1
55259303,433,222,211,195,104,91,185,94,91,37,20,17,16,4,12,0,0,0
55259304,76,39,37,16,9,7,39,22,17,14,7,7,7,1,6,0,0,0
51218401,1705,854,851,650,366,284,803,404,399,123,68,55,124,14,110,5,2,3
50754701,38,19,19,13,7,6,19,9,10,3,3,0,3,0,3,0,0,0
50754702,1264,639,625,491,280,211,593,297,296,81,45,36,95,14,81,3,2,1
59844501,59,33,26,21,14,7,31,16,15,4,3,1,3,0,3,0,0,0
59844505,132,75,57,55,36,19,62,32,30,10,6,4,4,0,4,1,1,0
59844506,56,31,25,21,13,8,24,12,12,8,5,3,3,1,2,0,0,0
59844507,590,301,289,245,141,104,239,120,119,57,32,25,47,6,41,2,2,0
59844509,290,148,142,116,66,50,126,62,64,25,16,9,22,3,19,1,1,0
59844511,62,28,34,28,16,12,19,9,10,10,3,7,5,0,5,0,0,0
59845301,56,24,32,25,10,15,25,12,13,3,1,2,3,1,2,0,0,0
59845302,409,201,208,160,88,72,184,93,91,34,17,17,30,3,27,1,0,1
59845303,3174,1595,1579,1257,715,542,1482,741,741,197,95,102,231,41,190,7,3,4
59845304,23,12,11,8,5,3,10,5,5,2,1,1,3,1,2,0,0,0
55401401,2955,1451,1504,1199,661,538,1275,636,639,243,117,126,232,33,199,6,4,2
55401402,744,372,372,304,170,134,327,164,163,55,30,25,55,6,49,3,2,1
55401403,34,16,18,12,8,4,14,7,7,4,1,3,4,0,4,0,0,0
55252601,218,103,115,95,50,45,86,41,45,22,10,12,15,2,13,0,0,0
55252602,72,34,38,32,15,17,32,17,15,2,1,1,6,1,5,0,0,0
55251801,164,84,80,58,35,23,86,43,43,8,5,3,12,1,11,0,0,0
55251802,33,15,18,10,3,7,18,9,9,5,3,2,0,0,0,0,0,0
55251803,775,377,398,292,148,144,360,179,181,73,39,34,49,10,39,1,1,0
1081970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50709101,157,77,80,59,35,24,62,31,31,16,10,6,19,1,18,1,0,1
50709102,226,122,104,83,57,26,112,56,56,18,6,12,13,3,10,0,0,0
50709103,1405,693,712,490,284,206,643,324,319,109,58,51,158,23,135,5,4,1
50709104,303,143,160,97,54,43,125,62,63,30,17,13,50,9,41,1,1,0
59854202,59,26,33,21,7,14,28,14,14,8,5,3,2,0,2,0,0,0
59854203,59,30,29,23,11,12,18,10,8,12,8,4,5,1,4,1,0,1
59854204,470,229,241,173,87,86,232,117,115,31,22,9,33,2,31,1,1,0
59854205,1074,555,519,438,265,173,428,219,209,109,55,54,97,15,82,2,1,1
59854206,706,343,363,250,141,109,292,148,144,98,41,57,64,13,51,2,0,2
59854207,120,66,54,49,31,18,58,30,28,10,5,5,3,0,3,0,0,0
59855101,25,14,11,10,7,3,12,6,6,1,1,0,2,0,2,0,0,0
59855102,435,216,219,167,94,73,188,94,94,41,24,17,37,2,35,2,2,0
59855103,51,29,22,24,16,8,20,9,11,7,4,3,0,0,0,0,0,0
59855104,2619,1328,1291,1048,575,473,1201,602,599,204,118,86,161,29,132,5,4,1
59855105,23,13,10,4,4,0,14,7,7,4,2,2,1,0,1,0,0,0
59855108,213,103,110,78,37,41,113,57,56,16,9,7,6,0,6,0,0,0
3416220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59856901,289,137,152,88,45,43,147,73,74,26,16,10,28,3,25,0,0,0
59856903,3390,1660,1730,1326,724,602,1423,703,720,394,187,207,242,43,199,2,1,1
55250001,322,166,156,145,85,60,142,70,72,21,10,11,14,1,13,0,0,0
55722601,94,42,52,40,19,21,34,16,18,11,6,5,9,1,8,0,0,0
55722602,888,439,449,374,199,175,426,213,213,38,17,21,49,9,40,1,1,0
51202801,1587,791,796,638,361,277,725,360,365,99,52,47,122,18,104,3,0,3
51202803,209,105,104,86,48,38,105,53,52,11,3,8,7,1,6,0,0,0
56881301,878,432,446,327,183,144,398,199,199,97,41,56,56,9,47,0,0,0
50718101,1082,592,490,524,326,198,420,211,209,81,45,36,55,9,46,2,1,1
55257701,1020,522,498,417,237,180,461,230,231,89,42,47,50,12,38,2,1,1
54966501,152,76,76,66,36,30,63,32,31,17,8,9,6,0,6,0,0,0
54966502,134,67,67,40,22,18,67,33,34,16,10,6,11,2,9,0,0,0
54966503,191,90,101,78,38,40,90,44,46,16,6,10,7,2,5,0,0,0
54966504,1351,637,714,531,288,243,579,285,294,96,42,54,143,22,121,2,0,2
54966505,159,81,78,69,41,28,66,34,32,8,5,3,16,1,15,0,0,0
55697101,1361,653,708,503,273,230,646,323,323,88,38,50,123,19,104,1,0,1
55697102,257,116,141,109,49,60,118,59,59,10,3,7,18,5,13,2,0,2
55264001,543,274,269,198,104,94,259,131,128,54,35,19,31,3,28,1,1,0
56883001,1635,831,804,644,365,279,753,377,376,135,70,65,102,18,84,1,1,0
56883002,216,108,108,92,48,44,92,46,46,18,11,7,13,3,10,1,0,1
59867401,971,502,469,398,234,164,430,215,215,90,44,46,52,9,43,1,0,1
59867402,335,166,169,146,78,68,150,76,74,18,9,9,21,3,18,0,0,0
59867403,200,98,102,89,43,46,89,44,45,13,8,5,9,3,6,0,0,0
59867404,81,43,38,35,20,15,34,18,16,7,4,3,5,1,4,0,0,0
55265801,210,114,96,84,54,30,111,56,55,4,2,2,10,2,8,1,0,1
55265802,642,345,297,255,158,97,302,152,150,54,28,26,30,7,23,1,0,1
56879101,32,18,14,12,8,4,16,8,8,2,2,0,2,0,2,0,0,0
56879102,200,102,98,73,44,29,95,47,48,17,11,6,15,0,15,0,0,0
56879103,722,350,372,258,135,123,339,168,171,78,39,39,46,8,38,1,0,1
1542110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59874701,29,20,9,11,9,2,15,9,6,2,1,1,1,1,0,0,0,0
59874704,48,29,19,17,13,4,26,14,12,3,2,1,2,0,2,0,0,0
59874706,229,115,114,91,55,36,105,53,52,14,4,10,18,2,16,1,1,0
59874708,111,58,53,48,29,19,37,19,18,12,8,4,14,2,12,0,0,0
59874711,114,65,49,40,31,9,54,27,27,9,4,5,11,3,8,0,0,0
3151170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55255102,1007,489,518,395,213,182,440,220,220,92,42,50,79,13,66,1,1,0
55255103,49,30,19,21,14,7,18,11,7,7,4,3,3,1,2,0,0,0
55255104,384,189,195,158,87,71,165,82,83,38,19,19,22,1,21,1,0,1
3067620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55256901,2098,1045,1053,819,445,374,927,463,464,205,104,101,138,28,110,9,5,4
55267401,996,497,499,394,215,179,434,218,216,94,50,44,73,14,59,1,0,1
56963102,2106,1059,1047,845,472,373,918,460,458,197,97,100,138,22,116,6,6,0
55262301,48,24,24,22,13,9,19,9,10,4,1,3,2,0,2,1,1,0
55262302,81,39,42,41,20,21,28,14,14,11,5,6,1,0,1,0,0,0
55262303,389,190,199,156,90,66,173,86,87,30,11,19,30,3,27,0,0,0
55262304,413,214,199,154,94,60,196,99,97,28,13,15,35,8,27,0,0,0
55262305,114,55,59,39,19,20,58,30,28,9,4,5,8,2,6,0,0,0
1710262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59881001,441,216,225,174,100,74,203,102,101,27,10,17,36,4,32,1,0,1
59881002,223,118,105,73,47,26,123,63,60,14,7,7,13,1,12,0,0,0
59881003,172,91,81,68,42,26,83,41,42,7,4,3,11,2,9,0,0,0
59881004,787,379,408,318,162,156,324,162,162,87,43,44,57,12,45,1,0,1
59881005,1848,905,943,742,402,340,863,431,432,125,55,70,112,16,96,4,1,3
59881006,105,51,54,44,22,22,51,26,25,4,1,3,6,2,4,0,0,0
59881007,961,476,485,342,197,145,471,236,235,67,32,35,78,9,69,2,2,0
59881008,474,245,229,189,110,79,232,115,117,29,17,12,24,3,21,0,0,0
59881009,865,431,434,324,179,145,446,222,224,44,21,23,50,8,42,1,1,0
59881010,713,340,373,235,125,110,362,179,183,55,27,28,57,7,50,0,0,0
59881011,1044,533,511,407,231,176,395,202,193,139,76,63,92,15,77,11,9,2
59881013,1014,508,506,361,202,159,520,261,259,64,34,30,69,11,58,0,0,0
59881014,61,32,29,14,10,4,37,19,18,5,2,3,5,1,4,0,0,0
59881015,560,277,283,212,118,94,275,139,136,32,17,15,38,2,36,3,1,2
59881016,446,230,216,159,95,64,242,121,121,18,6,12,26,7,19,1,1,0
59881017,400,199,201,168,94,74,196,98,98,15,5,10,20,2,18,0,0,0
59881018,342,175,167,127,71,56,176,88,88,23,15,8,16,1,15,0,0,0
59881019,2471,1186,1285,959,534,425,1017,509,508,267,104,163,216,33,183,12,6,6
59881020,711,349,362,266,142,124,355,179,176,50,25,25,40,3,37,0,0,0
59881022,415,204,211,162,94,68,131,65,66,80,40,40,42,5,37,0,0,0
59881023,465,235,230,160,87,73,233,118,115,40,24,16,32,6,26,0,0,0
59881024,58,24,34,29,12,17,14,7,7,12,5,7,3,0,3,0,0,0
59881025,1504,726,778,685,383,302,311,149,162,376,176,200,129,16,113,2,1,1
59881026,1792,1043,749,850,572,278,533,269,264,294,175,119,107,23,84,6,3,3
59881027,26,14,12,14,7,7,4,2,2,6,5,1,2,0,2,0,0,0
59881029,659,342,317,246,155,91,276,139,137,74,36,38,60,10,50,3,2,1
59881030,40,21,19,12,8,4,18,9,9,8,4,4,2,0,2,0,0,0
59881031,372,185,187,154,87,67,132,66,66,54,25,29,30,5,25,0,0,0
59881032,24,18,6,13,9,4,9,7,2,2,2,0,0,0,0,0,0,0
59881033,322,155,167,130,66,64,135,67,68,34,18,16,22,4,18,1,0,1
59881034,3694,1725,1969,1570,839,731,1160,568,592,612,263,349,340,49,291,10,6,4
59881035,1197,578,619,429,224,205,588,293,295,86,40,46,92,20,72,2,1,1
59881036,82,42,40,22,12,10,38,19,19,13,9,4,9,2,7,0,0,0
59881037,730,368,362,247,151,96,372,186,186,60,21,39,49,9,40,2,1,1
59881038,2968,1382,1586,1085,610,475,1123,561,562,391,157,234,358,49,309,11,5,6
59881039,546,277,269,222,122,100,252,127,125,43,21,22,28,7,21,1,0,1
59881040,2382,1092,1290,962,526,436,752,380,372,419,147,272,239,35,204,10,4,6
59881041,2868,1329,1539,1167,645,522,980,489,491,416,150,266,298,42,256,5,3,2
55261501,294,143,151,115,55,60,140,70,70,16,12,4,21,4,17,2,2,0
55492801,786,384,402,322,176,146,363,182,181,38,19,19,61,6,55,2,1,1
55492802,705,352,353,273,152,121,343,173,170,42,21,21,45,5,40,2,1,1
55492803,2188,1103,1085,844,466,378,1049,521,528,135,74,61,157,40,117,3,2,1
55492804,704,347,357,246,138,108,375,186,189,39,18,21,42,3,39,2,2,0
55248801,710,361,349,295,160,135,333,167,166,42,24,18,40,10,30,0,0,0
55268201,474,262,212,167,107,60,213,109,104,44,24,20,42,14,28,8,8,0
